nombre,run,dv,correo,contrasena,nombre_usuario,telefono_contacto,jornada,isapre,contrato
"Jorge Luis Chavarría Tapia",762781,5,Jorgetapia@viajes.ceele,YneGXpHA3Rdd272,Jorgetapia,"+56 9 9003 2259",Diurno,Colmena,"Part time"
"Elena Baeza Jasso",11911986,3,elbaja@viajes.ceele,8tQDZv1epD,Elenajasso,"+56 2 0883 5324",Diurno,"Más vida","Part time"
"Luz Quiroz Vigil",22060634,1,luquvi@viajes.ceele,sOpW9T6r,Luzvigil,"+56 2 4699 5763",Nocturno,Colmena,"Full time"
"Sta. Raúl Alcaraz Navarrete",8361953,8,straalna@viajes.ceele,0EWEaG3Z3fmjHD,sta.8270,+56-9-7696-5543,Diurno,Banmédica,"Full time"
"Margarita Velázquez Gálvez",6189101,3,margarita9165@viajes.ceele,p1FXqUQmhjEp5,margarita5974,"+56 2 0863 0064",Nocturno,"Más vida","Part time"
"Marcos Paz Rojo",28475622,3,Marcosrojo@viajes.ceele,xDg03hjIsy3Mo,Marcosrojo,"+56 9 3899 8105",Diurno,Consalud,"Full time"
"Miguel Villa Téllez",10611585,0,MigueltOollez@viajes.ceele,iqyEbU0wg92g,Migueltéllez,"+56 9 2746 0577",Nocturno,"Más vida","Full time"
"Raquel Miramontes Palomino",1233417,6,raquel239@viajes.ceele,LNaUWSa7T9,raquel7548,+56-2-3614-5103,Diurno,"Más vida","Full time"
"Débora Badillo Olivárez",8937801,0,dOobora5259@viajes.ceele,rdvCJ2YwYk1B1Jc,Déboraolivárez,"+56 9 3601 1298",Diurno,Colmena,"Part time"
"José María Águilar Cano",26965098,2,jomaOegca@viajes.ceele,Wtw3aVbPNMrM3,Josécano,"+56 2 2768 0659",Diurno,Banmédica,"Full time"
"Sta. Germán Mares Salas",19091703,7,sta.7694@viajes.ceele,7hCQdBu87Tz8,sta.4790,"+56 2 3424 3192",Nocturno,"Más vida","Part time"
"Armando Quintero Covarrubias",17784239,7,Armandocovarrubias@viajes.ceele,CnxL4IBwN7,arquco,"+56 2 5354 0046",Nocturno,"Más vida","Part time"
"Sonia Reyna Olivares",13731682,0,soreol@viajes.ceele,XM8kwad4wyc,Soniaolivares,+56-9-0904-1341,Diurno,Consalud,"Full time"
"Lilia Atencio Rendón",17116566,0,lilia4046@viajes.ceele,yXtWvB6SCm,Liliarendón,+56-2-7384-7279,Nocturno,Colmena,"Full time"
"Gabriel Ochoa Centeno",23695644,0,gaocce@viajes.ceele,sPIOMIL82GxKUK7,gaocce,+56-9-4464-8883,Diurno,Consalud,"Full time"
"Sr. Adriana Villa Briones",19829547,7,sr.9626@viajes.ceele,s5ozlrtT0,Sr.briones,+56-9-7199-7672,Nocturno,Consalud,"Full time"
"Raquel Duarte Lira",16159176,9,Raquellira@viajes.ceele,N0P5xpgSNG9Q,raquel367,"+56 9 4658 2504",Nocturno,Consalud,"Part time"
"Mario Grijalva Caballero",9819497,5,mario8974@viajes.ceele,Nm4Q1aIlcJ6UE,Mariocaballero,"+56 2 2586 1680",Nocturno,"Más vida","Part time"
"Cristina Gaitán Miramontes",29396843,8,cristina1544@viajes.ceele,UjcEvN1r2s1NRTR,Cristinamiramontes,+56-9-0445-4732,Diurno,Consalud,"Full time"
"Jorge Cepeda Ferrer",22930113,6,Jorgeferrer@viajes.ceele,7Iv1YeLnW,jorge659,"+56 2 1779 1668",Diurno,Banmédica,"Full time"
"Marta Cerda Parra",18428431,6,Martaparra@viajes.ceele,wEMCjqc1,macepa,"+56 9 9904 2670",Nocturno,Colmena,"Part time"
"Marilu Peralta Regalado",13519219,8,marilu7833@viajes.ceele,JqGp8A5k78,marilu1121,+56-9-0436-4730,Diurno,Colmena,"Part time"
"Alfonso Baeza Trujillo",18326648,9,Alfonsotrujillo@viajes.ceele,5f0HtZd2Am,Alfonsotrujillo,+56-9-3726-7586,Nocturno,Fonasa,"Part time"
"Cecilia Suárez Varela",16079779,7,cesuva@viajes.ceele,Us6uPFvs,cecilia9245,+56-9-6297-8537,Nocturno,Consalud,"Full time"
"Catalina Mondragón Aguirre",16715862,5,Catalinaaguirre@viajes.ceele,TfpRmdUnK1,camoag,"+56 2 1407 3760",Nocturno,Colmena,"Full time"
"Sr. Rodrigo Abrego Almonte",27294946,8,srroabal@viajes.cl,t93UfFZ37OC,sr.999,"+56 9 3198 9649",Diurno,Fonasa,"Part time"
"Ángela Canales Montañez",27176343,3,Oengela7578@viajes.ceele,olqR4nWX1m00q,ángela1325,"+56 9 9257 7913",Diurno,Banmédica,"Part time"
"Florencia Rodríquez Cabán",14703951,4,florencia8331@viajes.ceele,WlE311ErDpqwpiv,flroca,+56-9-8492-2666,Diurno,Fonasa,"Part time"
"Teodoro Pagan Meza",26295075,1,teodoro835@viajes.ceele,yV9yky6tg9u5v9oo,tepame,"+56 2 6791 8603",Nocturno,Colmena,"Part time"
"Homero Escalante Roybal",18097163,7,homero3606@viajes.ceele,bCSK4db8U0iEE,Homeroroybal,"+56 2 4002 2833",Diurno,Fonasa,"Part time"
"María Teresa Caballero Esquivel",24043077,0,MarOAaesquivel@viajes.ceele,ZU7lJxbh2tD,maría9137,+56-9-3491-3117,Diurno,Consalud,"Full time"
"Claudio Madera Escamilla",24586039,0,Claudioescamilla@viajes.ceele,1d3hPnFqrgq,x,"+56 2 2847 0732",Nocturno,Colmena,"Part time"
"Leonor Pedroza Vallejo",10308067,3,Leonorvallejo@viajes.ceele,yWHt4ntSIX,lepeva,"+56 9 8231 5479",Diurno,Fonasa,"Full time"
"María Eugenia Córdova Reséndez",13834111,9,MarOAaresOondez@viajes.ceele,xfy2lwAMHY,maeucóre,+56-2-9219-7592,Diurno,Fonasa,"Part time"
"Jaime Naranjo Soliz",17985777,4,jaime8707@viajes.ceele,IHFgAget28Wm38,Jaimesoliz,"+56 2 6405 8383",Diurno,Consalud,"Part time"
"Pedro Quintero Ramírez",16754436,3,PedroramOArez@viajes.ceele,H4lVlqfnahdSYEt,Pedroramírez,"+56 2 1828 8993",Nocturno,Fonasa,"Full time"
"Lorena Franco Macías",9465924,8,LorenamacOAas@viajes.ceele,uvvWV4U7j8b5,lorena9579,"+56 2 4301 3539",Diurno,Consalud,"Full time"
"Francisca Rojo Guevara",27286886,7,francisca4744@viajes.ceele,EYc9y7A4aNee,Franciscaguevara,"+56 2 2697 7966",Diurno,Consalud,"Full time"
"Sra. María del Carmen Alcántar Verduzco",21931409,4,srmadecaalve@viajes.ceele,M1lGptWDFF,sra.7493,"+56 2 8331 1592",Nocturno,"Más vida","Full time"
"Marco Antonio Leiva González",3610125,3,marco4385@viajes.ceele,VwhyBsL8sg6,maanlego,"+56 9 6593 2388",Diurno,"Más vida","Part time"
"Gerardo Nieves Collado",23399305,0,gerardo9912@viajes.ceele,7Zpj3PDroZpvA,Gerardocollado,"+56 2 8074 2735",Diurno,Colmena,"Full time"
"Sr. Ernesto Rivera Altamirano",26137335,1,sr.3064@viajes.ceele,M6A0kWfQWxsZ0z,Sr.altamirano,"+56 9 5143 4005",Diurno,Colmena,"Part time"
"Sra. Federico Trejo Candelaria",11496966,4,sra.6064@viajes.ceele,DOiECn2f,srfetrca,"+56 2 5673 6068",Nocturno,Colmena,"Full time"
"Jorge Luis Arellano Salgado",18978900,9,joluarsa@viajes.ceele,AUQFkUx4nSN2uTAO,joluarsa,x,Diurno,Fonasa,"Part time"
"Gilberto González Delapaz",16740438,3,gilberto7852@viajes.ceele,cy3Mdo1lzjw,gigode,"+56 9 6184 3093",Diurno,Banmédica,"Part time"
"Graciela Miramontes Salas",10197120,1,grmisa@viajes.ceele,gN82yZZGmAQ,grmisa,"+56 2 4248 0640",Diurno,Consalud,"Full time"
"José Luis Rubio Olvera",7355885,9,JosOoolvera@viajes.ceele,13q4UAceaFnBOWz,Joséolvera,"+56 2 5816 0452",Diurno,Colmena,"Part time"
"Luis Miguel Valle Alicea",9360826,7,Luisalicea@viajes.ceele,E4uWhCBoBZNCVee,Luisalicea,"+56 2 6479 7886",Diurno,Colmena,"Full time"
"Sr. Federico Rocha Zarate",20479112,0,srferoza@viajes.ceele,3rQfWSF9FbH,Sr.zarate,+56-9-3763-7536,Nocturno,Fonasa,"Part time"
"Sr. María del Carmen Almaraz Porras",5192314,6,srmadecaalpo@viajes.ceele,N8A2534k,srmadecaalpo,"+56 9 3876 5390",Nocturno,"Más vida","Full time"
x,8776695,0,dopeal@viajes.ceele,zQ43P9KIZ,dorotea7189,"+56 2 1382 0883",Nocturno,Colmena,"Full time"
"Antonio Núñez Collazo",3164384,8,Antoniocollazo@viajes.ceele,DAqFNmWL3,annúco,"+56 9 9658 5457",Nocturno,Colmena,"Part time"
"Diego Aguilera Orosco",19994597,1,diego416@viajes.ceele,HEVhoEArrH44ZTt,Diegoorosco,"+56 2 8130 7023",Nocturno,Colmena,"Full time"
"Elena Santana Sotelo",18626727,3,elsaso@viajes.ceele,6IomiZZ5qi3jHvI,elena5768,"+56 9 1782 7996",Diurno,Banmédica,"Part time"
"Lilia Flórez Naranjo",25177317,3,Lilianaranjo@viajes.ceele,4znBGEHP,liflna,"+56 2 7603 9972",Diurno,Consalud,"Part time"
"Horacio Jaime Viera",28630264,5,horacio7455@viajes.ceele,AQMTYx2gxw9Up,Horacioviera,+56-9-7632-4256,Diurno,"Más vida","Full time"
"Sra. Federico Collado Villareal",28501087,0,sra.7488@viajes.ceele,agKeLeGYV5,Sra.villareal,"+56 9 0715 0550",Diurno,Fonasa,"Part time"
"César Fajardo León",17463614,1,COosarleOIn@viajes.ceele,kp7Na79Jxa4e5C,césar2144,"+56 9 1626 4847",Nocturno,Fonasa,"Full time"
"Daniel Salazar Santillán",16180314,6,DanielsantillOen@viajes.ceele,CR99y79mm,dasasa,"+56 9 5463 1383",Diurno,Colmena,"Full time"
"Mario Colunga Carbajal",16663038,0,Mariocarbajal@viajes.ceele,CB1DPY5embq7H,mario991,+56-9-6861-2128,Nocturno,Colmena,"Full time"
"Esperanza Ramírez Alcántar",5802609,3,EsperanzaalcOentar@viajes.ceele,jd8jPuteIgm,esraal,+56-2-3236-9568,Nocturno,Fonasa,"Part time"
"Samuel Yáñez Mena",19682475,8,sayOeme@viajes.ceele,q2opjl01CCHy,sayáme,"+56 2 1281 9433",Nocturno,"Más vida","Full time"
"César Cuellar Delgadillo",25507574,8,COosardelgadillo@viajes.ceele,ElHbDx2V2Ut,cécude,"+56 2 3982 6131",Diurno,"Más vida","Full time"
"Sra. Julia Corral Berríos",12247639,1,sra.1484@viajes.ceele,hy8micbzmPQ6BZ,Sra.berríos,+56-2-9207-8893,Diurno,Banmédica,"Full time"
"Sr. Leonor Matos Cisneros",21677020,0,srlemaci@viajes.ceele,vnO1sysW8RNgJ,Sr.cisneros,"+56 9 1353 6491",Diurno,"Más vida","Full time"
"Cristina Gallardo Casares",19099306,0,Cristinacasares@viajes.ceele,NgDRf9zTB,Cristinacasares,"+56 9 2896 6169",Nocturno,Consalud,"Part time"
"Gerardo Medina Rodrígez",5178374,3,GerardorodrOAgez@viajes.ceele,q0B08NpBwEyfGgTc,Gerardorodrígez,"+56 9 2604 9367",Nocturno,Banmédica,"Full time"
"Sta. Sonia Sáenz Chapa",2612256,2,Sta.chapa@viajes.ceele,L6JEznj1b4QtqV,sta.1558,"+56 2 7391 3877",Diurno,Fonasa,"Part time"
"Sra. Lilia Urías Meraz",3440045,8,srliurme@viajes.ceele,h7WMAu7A,sra.1644,"+56 2 9666 4129",Nocturno,Consalud,"Full time"
"Sta. Samuel Briones Domínguez",14043859,6,sta.9484@viajes.ceele,1EKE5CjwoFx,sta.3210,"+56 2 8947 5914",Nocturno,Banmédica,"Part time"
"Laura Escamilla Galarza",16200758,0,laesga@viajes.ceele,4L92HA6sjh8t0,laura1430,"+56 9 9427 0833",Diurno,Banmédica,"Part time"
"Sra. Fernando Garibay Rolón",2344822,0,srfegaro@viajes.ceele,dUcZRL5zp4o6,srfegaro,+56-9-5620-5531,Diurno,Consalud,"Part time"
"Sra. Alejandro Baeza Borrego",13639397,9,sra.7007@viajes.ceele,x,x,"+56 9 1569 1436",Nocturno,Fonasa,"Full time"
"Soledad Caballero Escamilla",24831412,5,socaes@viajes.ceele,1cPiMCFWhKbL4M,soledad7142,+56-2-9104-8401,Diurno,Colmena,"Full time"
"María Luisa Delrío Arias",1939794,7,marOAa9727@viajes.ceele,Zv8biph4WQAFzuN,maludear,"+56 2 9847 2914",Nocturno,"Más vida","Full time"
"Samuel Roldán Amador",7385522,5,samuel2369@viajes.ceele,TQa7CWMsk,samuel9415,"+56 9 9385 1293",Nocturno,"Más vida","Part time"
"Julio Muñiz Baeza",1571090,0,Juliobaeza@viajes.ceele,m3HkD84KVnW,julio9745,+56-9-9904-7617,Nocturno,Banmédica,"Part time"
"María Elena Preciado Cruz",10132966,6,maelprcr@viajes.ceele,CMeO0vP2ok,Maríacruz,"+56 2 4538 3698",Diurno,Banmédica,"Full time"
"Rosario Magaña Sotelo",29919163,0,Rosariosotelo@viajes.ceele,Bpc6kOJCe4F8pyH,Rosariosotelo,"+56 9 9570 4634",Nocturno,Fonasa,"Part time"
"Sr. Marcos de Jesús Castillo",5477279,3,Sr.castillo@viajes.ceele,7LS99SmQsALkT,srmadejeca,"+56 2 8591 7852",Nocturno,Banmédica,"Full time"
"Clemente Salinas Delgado",28930926,8,clemente8946@viajes.ceele,y6n26EXE,clemente5277,"+56 9 3516 6938",Nocturno,Banmédica,"Part time"
"Ramona Baeza Delacrúz",16506170,5,rabade@viajes.ceele,HJk5oHuXMlt,ramona1424,"+56 2 8743 6801",Nocturno,"Más vida","Part time"
"Adriana Ávalos Vargas",18844900,0,adriana2375@viajes.ceele,7n3E1Sp1ppN,adávva,"+56 9 5019 9433",Nocturno,Colmena,"Full time"
"Josefina Tejeda Lucero",2184543,4,Josefinalucero@viajes.ceele,SQDAveKyDeU9,josefina3057,"+56 9 3064 3698",Nocturno,Consalud,"Full time"
"Inés Lara Gutiérrez",437857,1,inlagu@viajes.ceele,BN1hGNk5B9KVdyrt,inés9163,+56-2-6143-4239,Diurno,Consalud,"Full time"
"José Eduardo Ríos Méndez",3337550,6,joedrOAmOo@viajes.ceele,WRGwbt2esqHXtM8,joedrímé,"+56 9 8769 8117",Diurno,Banmédica,"Part time"
"Marcela Espinosa Haro",21767927,3,maesha@viajes.ceele,Evc7wKaELBg0W,marcela7666,+56-9-2637-1260,Nocturno,Colmena,"Part time"
"Marta Salinas Villegas",1474438,0,masavi@viajes.ceele,l7Har1xcS,Martavillegas,"+56 9 2307 2974",Diurno,Consalud,"Part time"
"Alejandro Molina Peres",25854696,2,almope@viajes.ceele,sKAdmDrvOl8,Alejandroperes,"+56 2 6080 3419",Nocturno,Banmédica,"Part time"
"Graciela Pedroza Cervantes",18815656,8,Gracielacervantes@viajes.ceele,ZQr2xYP1Ta,grpece,"+56 2 4284 1668",Diurno,"Más vida","Full time"
"Alicia Salinas Alemán",23968959,0,alsaal@viajes.ceele,TJUkc40qK,alsaal,"+56 9 8295 4012",Diurno,Banmédica,"Full time"
"José Eduardo Carbajal Delgado",11552939,0,josOo8418@viajes.ceele,lUXdZ3oXaV,joedcade,"+56 2 3180 8814",Diurno,Colmena,"Full time"
"Federico Estrada Alonzo",9726456,2,federico9356@viajes.ceele,HtEZMgyT7Jt7V,federico6249,"+56 9 1307 8960",Diurno,Fonasa,"Part time"
"Julio César Sevilla Reséndez",10039272,0,julio1585@viajes.ceele,Ofn459hJ,julio9179,"+56 2 7180 8408",Diurno,Consalud,"Part time"
"Carmen Alicea Carrasco",10869467,0,Carmencarrasco@viajes.ceele,gZwB7ldePV,caalca,"+56 9 5501 3644",Diurno,Colmena,"Part time"
"Claudio Irizarry Bustamante",18221309,8,claudio7970@viajes.ceele,sNwfUgZF3PdFCf,claudio4959,"+56 9 6611 6751",Diurno,Banmédica,"Full time"
"Inés Salas Venegas",11670625,3,InOosvenegas@viajes.ceele,l65Pbvsh,Inésvenegas,+56-2-5545-4899,Diurno,Colmena,"Full time"
"Sra. Guillermo Gaitán Sanabria",25502105,2,Sra.sanabria@viajes.ceele,OIva9Z6OUD4ms,srgugasa,"+56 2 0339 0967",Nocturno,Banmédica,"Part time"
"Gilberto Solís Montero",13780105,1,Gilbertomontero@viajes.ceele,RmlGme5SSwNL,gisomo,"+56 9 2487 7061",Nocturno,"Más vida","Full time"
"Sr. Martín Cruz Madrid",20028953,6,srmacrma@viajes.ceele,nwlUHDHBzCP3,srmacrma,+56-2-3535-7338,Diurno,Banmédica,"Full time"
"Óscar Reyes Aponte",24433172,6,OIsreap@viajes.ceele,eB38TGPQa,ósreap,"+56 2 9391 5572",Diurno,Consalud,"Full time"
"Dolores Valdés Rascón",22321338,3,dolores3638@viajes.ceele,8wctT7sO13,dovara,"+56 9 5790 9703",Nocturno,Consalud,"Part time"
"Mayte Armenta Hernández",14232031,2,maarhe@viajes.ceele,GdvQn84U,Maytehernández,"+56 2 9931 5923",Diurno,Consalud,"Full time"
"Natalia Longoria Escobedo",13973123,9,Nataliaescobedo@viajes.ceele,PdiA4r8apjq8W7N,naloes,"+56 9 4965 0733",Nocturno,"Más vida","Full time"
x,9419830,5,micalu@viajes.ceele,3LgOmkG0,x,x,Diurno,Colmena,"Full time"
"Octavio Orta Reséndez",11828438,0,OctavioresOondez@viajes.ceele,k8tO4NzY,octavio7725,"+56 2 5458 1282",Diurno,Consalud,"Part time"
"Dorotea Loera Miranda",27998380,7,dorotea7515@viajes.ceele,DjOptjNkY0,Doroteamiranda,+56-2-1758-7054,Diurno,Colmena,"Full time"
"Concepción Romo Olvera",20256871,8,corool@viajes.ceele,MIpzRAOp08,Concepciónolvera,"+56 2 7362 7402",Diurno,Fonasa,"Full time"
"Sr. Samuel Bañuelos Pichardo",21021470,4,Sr.pichardo@viajes.ceele,MCEjhS8jjRw,srsabapi,"+56 2 3386 9898",Nocturno,Consalud,"Part time"
"Teresa Lovato Tórrez",506812,6,TeresatOIrrez@viajes.ceele,YBBM7k9y,telotó,"+56 9 9127 6010",Diurno,Banmédica,"Full time"
"Luis Miguel Ballesteros Sisneros",6553812,1,Luissisneros@viajes.ceele,OhndHfWOd4,Luissisneros,"+56 9 7998 1484",Nocturno,Colmena,"Full time"
"Lourdes Soto Coronado",10013154,4,Lourdescoronado@viajes.ceele,hGDr1UyvcRtdsM8,lourdes4585,"+56 9 8543 2614",Diurno,Fonasa,"Full time"
"Clara Pérez Ríos",1696134,5,clara3426@viajes.ceele,DBGKGzwiTJOy5WC,Clararíos,+56-9-1329-1018,Diurno,"Más vida","Full time"
"Lola Jaramillo Almanza",948593,7,lola7167@viajes.ceele,HSUlYH3I57r,lola5514,"+56 2 2075 3516",Nocturno,Fonasa,"Part time"
"Ramón Gaytán Laureano",750777,1,ramOIn5459@viajes.ceele,28jO5G431zs9,Ramónlaureano,"+56 2 3677 1339",Diurno,"Más vida","Full time"
"María Elena Espinosa Arevalo",15469382,3,maelesar@viajes.ceele,F4mAyiyW2Bt,Maríaarevalo,"+56 2 8787 7541",Nocturno,Consalud,"Full time"
"María José Henríquez Viera",275227,1,MarOAaviera@viajes.ceele,GS0li3hCOpN,maría5097,"+56 2 0228 7953",Diurno,Banmédica,"Full time"
"Sta. Samuel Hernández Merino",27545357,9,stsaheme@viajes.ceele,4EQ7fynGpHr,sta.6546,"+56 2 9393 4785",Diurno,Banmédica,"Full time"
"Catalina Vargas Ozuna",7195575,3,Catalinaozuna@viajes.ceele,zwSpVoO4R,catalina7062,"+56 9 3491 9515",Nocturno,Colmena,"Part time"
"Alberto Montes Hernández",9246353,2,almohe@viajes.ceele,WtQEXCg2sCe0Dbvb,Albertohernández,"+56 9 6518 9604",Nocturno,Consalud,"Full time"
"Mayte Orosco Guevara",13420942,9,Mayteguevara@viajes.ceele,G1w1gx86XhTxhOZ,mayte9138,+56-9-4143-6033,Diurno,"Más vida","Part time"
"Sta. Carla Oquendo Nevárez",12918623,2,Sta.nevOerez@viajes.ceele,SvufZLr34DmtP8KN,stcaoqne,"+56 2 0790 8477",Diurno,"Más vida","Part time"
"Agustín Zelaya Ríos",25075404,3,agzerOA@viajes.ceele,QazGNMynmi4,x,"+56 9 1698 4556",x,Colmena,"Part time"
"Rafael Contreras Olivera",26882469,3,Rafaelolivera@viajes.ceele,6OhoV3nbUHC3E,racool,+56-9-9933-4175,Diurno,Fonasa,"Part time"
"Lilia Hurtado León",6703100,8,lilia5199@viajes.ceele,NoGhtGuixSeV5OtM,Lilialeón,+56-9-2283-9970,Nocturno,Banmédica,"Full time"
"Gloria Bonilla Oquendo",15160537,0,gloria2259@viajes.ceele,cSWJU2Z28,gloria1956,"+56 2 8105 3143",Nocturno,Banmédica,"Full time"
"Sra. Martín Espinoza Viera",7454960,8,Sra.viera@viajes.ceele,XLLiy4wHry,srmaesvi,"+56 9 1323 7188",Diurno,Banmédica,"Full time"
"Teodoro Delao Varela",12726817,7,teodoro7348@viajes.ceele,p4hjAGzSo0a,tedeva,+56-2-5733-1374,Nocturno,Fonasa,"Part time"
"Sra. Guillermina Hidalgo Chacón",13012870,0,Sra.chacOIn@viajes.ceele,65GkvbVy,srguhich,+56-9-8163-2261,Nocturno,Fonasa,"Part time"
"Luz Guevara Vanegas",8617666,1,luz4383@viajes.ceele,6Q9V9I5j,luz9667,"+56 9 6216 2390",Nocturno,Banmédica,"Part time"
"Alberto Vigil Solano",9716217,4,Albertosolano@viajes.ceele,o9yK4yZd71q6x,alberto4046,"+56 2 6320 5074",Nocturno,Fonasa,"Full time"
"Barbara Carrion Aparicio",5523645,3,barbara9720@viajes.ceele,NTwBGHo7bZ,Barbaraaparicio,"+56 2 7962 7979",Diurno,Fonasa,"Full time"
"Norma Beltrán Ceja",18252233,3,nobece@viajes.ceele,jqz5T2rs8bXLoV,Normaceja,"+56 2 9815 7582",Nocturno,"Más vida","Full time"
"Sofia Arredondo Regalado",19224145,6,sofia1992@viajes.ceele,9oY5xGlHNG1,sofia8870,"+56 2 9812 4121",Diurno,"Más vida","Part time"
x,27597566,4,jaime2963@viajes.ceele,nHsdvHDWMteqNa7,jasoqu,"+56 9 9283 0200",Diurno,Fonasa,"Part time"
"Sta. Carmen Ramos Raya",3578082,3,sta.6448@viajes.ceele,MzYYVsWPbJtC5HAk,sta.7186,"+56 9 2272 6013",Diurno,Fonasa,"Full time"
"Arturo Badillo Valdivia",23819217,0,arturo6593@viajes.ceele,tCKJ2hSKpg6h9K,Arturovaldivia,"+56 2 9083 1995",Nocturno,Banmédica,"Part time"
"Ester Hurtado Carmona",15690240,3,Estercarmona@viajes.ceele,048SvVCMgNPF83,eshuca,+56-9-2711-2174,Diurno,"Más vida","Part time"
"Sta. Julia Meraz Valverde",24876305,1,Sta.valverde@viajes.ceele,jk4CMQup6RqSGx,stjumeva,"+56 2 9906 8849",Nocturno,Consalud,"Part time"
"Pilar Badillo Henríquez",6828753,7,pilar4208@viajes.ceele,x,pibahe,"+56 9 5779 6205",Nocturno,"Más vida","Full time"
"María del Carmen Escobar Vela",13045208,6,marOAa424@viajes.ceele,2YWPY6FijmR5,maría5832,"+56 9 6917 4669",Diurno,Fonasa,"Part time"
"José Luis Ceballos Bétancourt",25463642,8,JosOobOotancourt@viajes.ceele,Ch63BCkx5,josé3021,"+56 9 0828 7112",Diurno,Consalud,"Part time"
"Estela Serrato Samaniego",17787328,4,estela4425@viajes.ceele,xg7q71arWvR9QB,estela412,"+56 9 3854 4994",Diurno,Consalud,"Part time"
"Agustín Camarillo Rosas",22651889,4,agustOAn6873@viajes.ceele,bhxYKS6ex5d6LeE1,Agustínrosas,"+56 9 3357 2609",Diurno,"Más vida","Part time"
"Sra. Virginia Alemán Portillo",2305397,7,sra.8658@viajes.ceele,r6JASx2Z,srvialpo,"+56 9 5360 5716",Diurno,Fonasa,"Part time"
"Sra. Jacobo Lemus Tijerina",16483765,3,sra.7316@viajes.ceele,63tyZ2e6aCl5S,srjaleti,"+56 9 2465 7290",Diurno,"Más vida","Full time"
"Sta. Luis Miguel Montalvo Saiz",15110175,5,Sta.saiz@viajes.ceele,En2fH2INFYPJc,Sta.saiz,"+56 2 2796 3251",Diurno,"Más vida","Part time"
"Jacobo Balderas Cabrera",10426309,7,Jacobocabrera@viajes.ceele,E9PV0yDJyP1kI,Jacobocabrera,"+56 9 4760 3318",Diurno,Banmédica,"Part time"
"Vicente Arreola Almonte",29251735,1,vicente8050@viajes.ceele,9C7mmkr4,vicente2840,"+56 9 5150 8798",Nocturno,Colmena,"Full time"
"Josefina Castro Heredia",1551093,5,josefina9872@viajes.ceele,M8t077GP7N,Josefinaheredia,"+56 9 7613 1665",Diurno,Colmena,"Full time"
"Arturo Ceja Atencio",968060,8,Arturoatencio@viajes.ceele,76JH0Waxu,arturo2444,"+56 9 8824 3863",Diurno,Banmédica,"Full time"
"Sra. Marco Antonio Preciado Urrutia",7257726,4,Sra.urrutia@viajes.ceele,ThicBO49,sra.8161,+56-2-5133-1317,Nocturno,Colmena,"Full time"
x,23952458,3,sranvape@viajes.ceele,71tKPeeTQB,x,+56-2-2327-0994,Diurno,"Más vida","Part time"
"Inés Montero Mateo",3037499,1,inOos6105@viajes.ceele,4DBX5qo9vExN6Wf,inmoma,"+56 9 1735 6200",Diurno,Colmena,"Part time"
"Timoteo Alejandro Carreón",28922145,0,timoteo1196@viajes.ceele,wMWOKhL4hcWVqB,tialca,"+56 9 3188 4309",Nocturno,Fonasa,"Part time"
"Amalia Lerma Urbina",24091541,3,Amaliaurbina@viajes.ceele,2Gm0nuLCYdX2q1,amalia6905,+56-2-1152-0344,Nocturno,Fonasa,"Full time"
"Patricio Zayas Ballesteros",27163859,0,pazaba@viajes.ceele,iWMCF1JiTyzMUQCv,patricio873,"+56 2 9818 0288",Diurno,Consalud,"Full time"
"Sr. Clara Montero Cervántez",7905299,0,srclmoce@viajes.ceele,bLN8LotZt32Tyho,Sr.cervántez,+56-2-8349-7778,Diurno,Banmédica,"Part time"
"Adán Rojas Leyva",19412472,4,adrole@viajes.ceele,y6S5fkakDYVuF,adán7243,"+56 9 1972 1595",Diurno,"Más vida","Part time"
"Sr. Francisca Galindo Laboy",28219472,4,Sr.laboy@viajes.ceele,ppt3X87nI,srfrgala,"+56 9 0873 3876",Nocturno,Colmena,"Full time"
"Martín Escamilla Laureano",29975207,0,maesla@viajes.ceele,r53eYkN11ttfQWA,martín862,+56-2-6637-8811,Diurno,Colmena,"Full time"
"Jacobo Borrego Castillo",18379714,0,jaboca@viajes.ceele,qrH5hDV0PUEpGc,jacobo8195,"+56 2 6447 8029",Nocturno,"Más vida","Part time"
"Francisco Rivas Bañuelos",3554067,9,frriba@viajes.ceele,JkQxaqioGIM45,frriba,"+56 2 5109 5701",Diurno,Consalud,"Full time"
"Sr. Marcos Linares Valverde",1280716,3,srmaliva@viajes.ceele,MIBJCeoC8,srmaliva,"+56 9 1907 6296",Diurno,Consalud,"Full time"
"Ignacio Sierra Flórez",13958680,8,ignacio7232@viajes.ceele,jkB5dDCrPoKAVpF,ignacio4034,"+56 2 4158 1578",Diurno,Banmédica,"Full time"
"Daniela Rascón Tórrez",253986,1,daniela3887@viajes.ceele,iWNz64UdF7,daniela2635,"+56 2 9130 2226",Nocturno,Consalud,"Part time"
"Gustavo Roldán Trejo",26175362,6,gurotr@viajes.ceele,MUQZ78RlSj,gurotr,"+56 9 7381 3020",Diurno,Colmena,"Part time"
"Guillermina Muro Serrano",26909534,2,Guillerminaserrano@viajes.ceele,11Wwx95OCp,guillermina4778,"+56 9 7998 6346",Nocturno,"Más vida","Full time"
"Sta. José Eduardo Aguirre Montoya",8332364,7,Sta.montoya@viajes.ceele,jwxd7Nfy4ll1G5PX,stjoedagmo,"+56 2 9211 2123",Nocturno,Banmédica,"Part time"
