codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,comodidades,paradas
601516,suacpOo@viajes.cl,86246,Murcia,Torrevieja,91,473,190000,"SJ (Suecia)",{},"{Getafe,""Santa Cruz de Tenerife""}"
601540,DOoboraabrego@viajes.cl,42436,Málaga,"Cornellá de Llobregat",73,1960,110000,"DSB (Dinamarca)","{Comida,""Asientos reclinables"",TV,""Aire acondicionado""}","{Cartagena,Ceuta,""Cornellá de Llobregat"",Ferrol}"
601547,Raquelgallegos@viajes.ceele,65026,"Sanlúcar de Barrameda","Talavera de la Reina",20,3667,348000,AVE,"{""Aire acondicionado"",Calefacción,Baño,Agua,Wifi,Comida,""Asientos reclinables""}","{Santander,Puertollano,""Cerdañola del Vallés""}"
601553,gregorio5366@viajes.cl,98586,"San Sebastían de los Reyes",Alicante,17,3488,150000,"SJ (Suecia)","{Calefacción,Agua,Comida,""Asientos reclinables"",Wifi,TV}","{Jaén,""Cerdañola del Vallés"",""Jerez de la Frontera""}"
601598,Jacoboarmenta@viajes.cl,25224,"Mollet del Vallés",Avilés,16,4040,180000,"ZS (Eslovenia)","{Calefacción,Wifi,Agua,Comida,""Asientos reclinables"",""Aire acondicionado"",TV}","{Zaragoza,Viladecans}"
601605,Dianasantana@viajes.cl,98005,Avilés,INCA!!!,41,2265,198000,AVE,"{Baño,TV,Comida,""Asientos reclinables"",""Aire acondicionado""}",{Pamplona}
601607,Lolacrespo@viajes.cl,49582,Inca,Arrecife,24,2565,149000,"ŽFBH (Bosnia y Herzegovina)","{Wifi,""Aire acondicionado"",Calefacción,Baño,""Asientos reclinables""}",{Algeciras}
601618,Sr.zarate@viajes.cl,51088,Cuenta,Alcorcón,74,3494,296000,"ŽFBH (Bosnia y Herzegovina)","{""Asientos reclinables"",Agua,Baño,Calefacción,""Aire acondicionado"",Comida}",{Valdemoro}
601622,ignacio7232@viajes.cl,39404,alcorcón#,Valdemoro,42,1613,136000,"HŽ (Croacia)","{Agua,Wifi,Calefacción,""Asientos reclinables""}",{Valladolid}
601623,cecilia2735@viajes.cl,91633,Valdemoro,"El Puerto de Santa María",97,3178,155000,"Deutsche Bahn (DB)","{TV,""Aire acondicionado"",Calefacción,""Asientos reclinables"",Baño,Comida}","{""Sanlúcar de Barrameda"",""San Sebastían de los Reyes"",""Castellón de la Plana"",Getafe,""Roquetas de Mar""}"
601652,ocarga@viajes.cl,45209,Lugo,"El Puerto de Santa María",99,2331,197000,"MÁV (Hungría)","{Calefacción,""Aire acondicionado"",Comida,Wifi,Baño}","{Puertollano,Getafe,Valdemoro,Zamora,Lugo}"
601667,pablo5674@viajes.ceele,9413,lugo#,"Collado Villalba",x,674,99000,Eurostar,{},"{""Talavera de la Reina""}"
601677,Oenvabe@viajes.cl,24316,Ferrol,Alicante,3,2458,155000,"ÖBB (Austria)","{TV,Agua,""Asientos reclinables"",Baño,Calefacción}","{""Mollet del Vallés"",Albacete,""Santa Coloma de Gramanet""}"
601679,teresa802@viajes.cl,14678,Alicante,"San Fernando",26,2165,144000,"ÖBB (Austria)","{Baño,Comida,TV,""Asientos reclinables"",""Aire acondicionado""}",{Palencia}
601749,sra.1985@viajes.cl,19117,"Ciudad Real",Irún,33,2153,178000,"ÖBB (Austria)","{Agua,Baño,Comida,Wifi}","{Torremolinos,Tarragona,Vigo}"
601706,daniel2268@viajes.cl,59261,Orihuela,"Santa Lucía de Tirajana",34,3260,233000,"NS International","{Agua,TV,Wifi,Baño,""Aire acondicionado"",""Asientos reclinables""}","{Elche,""Sanlúcar de Barrameda"",""Cerdañola del Vallés"",Cádiz,Huelva}"
601708,gurotr@viajes.cl,88302,"Santa Lucía de Tirajana",Viladecans,24,3977,280000,"CD (República Checa)","{Calefacción,Baño,Agua,TV,Comida,""Aire acondicionado"",Wifi}",{Alcoy}
601716,Gabrieladuarte@viajes.cl,7111,Gecho,Murcia,5,1223,65000,"NSB (Noruega)","{Wifi,Agua,Comida}","{Manresa,Irún,Segovia,Salamanca,Granada}"
601746,luis2060@viajes.cl,33656,"Santa Coloma de Gramanet",Huelva,76,2903,207000,"SNCB (Bélgica)","{Baño,Agua,""Asientos reclinables"",Comida,Wifi,""Aire acondicionado""}","{Toledo,Gandía,Lugo,Bilbao}"
601751,Marioescobedo@viajes.cl,13152,"Talavera de la Reina",Santander,66,3211,208000,Renfe,"{TV,Comida,Calefacción,""Aire acondicionado"",""Asientos reclinables"",Baño}","{""San Sebastián"",""La Línea de la Concepción"",Vigo}"
601752,Antoniagriego@viajes.cl,22741,Marbella,Badajoz,32,858,128000,"ZFBH (Bosnia y Herzegovina)","{Baño,""Asientos reclinables"",""Aire acondicionado""}","{""Jerez de la Frontera""}"
601759,Guillermonieto@viajes.cl,63367,Badajoz,Rivas-Vaciamadrid,76,1451,74000,"CFR (Rumania)","{TV,Wifi,""Aire acondicionado"",Baño}","{Sagunto,""San Cristróbal de la Laguna"",Alcoy}"
601760,carolina5670@viajes.cl,77147,rivas-vaciamadrid#,Santander,83,2957,171000,"SNCB (Bélgica)","{TV,Wifi,""Aire acondicionado"",Agua,Comida,""Asientos reclinables""}","{""Mollet del Vallés"",""Ciudad Real"",Lérida,Leganés}"
601778,sta.1826@viajes.cl,69082,Sabadell,"La Coruña",9,3728,242000,"DSB (Dinamarca)","{Calefacción,Baño,Agua,Comida,""Aire acondicionado"",TV,Wifi}","{Valladolid,""La Línea de la Concepción""}"
601779,sta.7192@viajes.cl,15820,"La Coruña","San Cristróbal de la Laguna",58,3651,272000,"RZD (Rusia)","{Agua,""Asientos reclinables"",Wifi,Comida,""Aire acondicionado"",Calefacción,TV}",{Granada}
601780,Sta.Oevila@viajes.cl,8939,"San Sebastían de los Reyes",Manresa,15,2432,172000,"MÁV (Hungría)","{TV,Calefacción,Comida,Wifi,""Aire acondicionado""}","{Alcoy,""La Coruña"",Coslada,Elche}"
601782,madebo@viajes.cl,57670,irún#,CARTAGENA!!!,87,4157,153000,Trenitalia,"{Baño,Agua,""Asientos reclinables"",Wifi,Comida,TV,""Aire acondicionado""}","{Burgos,Majadahonda,Barcelona,Mérida}"
601796,gedeal@viajes.cl,43258,"Jerez de la Frontera",Ferrol,25,558,85000,Thalys,{},"{Tarrasa,Elche,Santander,Vigo}"
601802,vOArimu@viajes.cl,11942,Ferrol,"Talavera de la Reina",79,1881,149000,"SNCB (Bélgica)","{""Asientos reclinables"",Comida,Wifi,Calefacción}",{Alcoy}
601812,Sr.armas@viajes.cl,77685,Lorca,Albacete,42,3034,145000,"RZD (Rusia)","{""Asientos reclinables"",Baño,TV,Comida,Calefacción,Wifi}","{Alicante,""Ciudad Real"",Fuengirola,""Jerez de la Frontera""}"
601813,Sta.lira@viajes.cl,54334,arrecife#,Murcia,6,3058,293000,"Nederlandse Sp","{""Aire acondicionado"",""Asientos reclinables"",Baño,Comida,TV,Agua}","{""Mollet del Vallés""}"
601814,clamsa@viajes.cl,43336,Murcia,Segovia,89,1365,57000,"TGV (SNCF)","{Baño,Agua,Wifi}","{Badalona,""Hospitalet de LLobregat"",Rivas-Vaciamadrid,""Santa Coloma de Gramanet""}"
601844,gurero@viajes.cl,81325,valencia#,Mérida,96,2649,135000,"RZD (Rusia)","{Wifi,Comida,Agua,TV,Baño}","{""Alcalá de Guadaira""}"
601895,josOo3304@viajes.cl,84971,Ferrol,Segovia,94,1284,92000,AVE,"{Calefacción,Baño,""Aire acondicionado""}","{Granada,Majadahonda}"
601896,ramOIn5459@viajes.cl,7362,Segovia,Valdemoro,25,3006,147000,"CP (Portugal)","{TV,Agua,Calefacción,Comida,""Asientos reclinables"",Baño}","{Irún,Albacete,Puertollano}"
601934,segama@viajes.cl,67792,"Santa Coloma de Gramanet","Roquetas de Mar",89,3781,495000,Italo,"{TV,Baño,Calefacción,""Asientos reclinables"",Agua,Comida,""Aire acondicionado""}",{Ponferrada}
601941,sta.9870@viajes.cl,32685,"Santiago de Compostela","Las Palmas de Gran Canaria",13,2934,219000,"HŽ (Croacia)","{""Asientos reclinables"",""Aire acondicionado"",TV,Calefacción,Agua,Comida}","{Gecho,Calahorra,Coslada,Parla,Baracaldo}"
601943,caarli@viajes.cl,62164,"Las Palmas de Gran Canaria",Estepona,60,3292,276000,AVE,"{Calefacción,Wifi,Comida,""Aire acondicionado"",""Asientos reclinables"",Baño}","{Orihuela,""San Cristróbal de la Laguna"",Sagunto,Tarrasa}"
601945,coesma@viajes.cl,45706,"Torrejón de Ardoz",Motril,6,1589,152000,"CP (Portugal)","{TV,Agua,Calefacción,Wifi}","{""La Coruña"",""Cerdañola del Vallés""}"
601949,hebOogo@viajes.cl,55825,Madrid,"Palma de Mallorca",13,2885,128000,"ÖBB (Austria)","{Wifi,Calefacción,Comida,""Aire acondicionado"",Baño,TV}","{Lorca,Mijas,Baracaldo}"
601950,socaes@viajes.ceele,37148,"palma de mallorca#","Pozuelo de Alarcón",35,2905,384000,"ZFBH (Bosnia y Herzegovina)","{Wifi,Comida,Baño,TV,""Asientos reclinables"",Agua}","{""San Cristróbal de la Laguna""}"
601964,MartOAnbahena@viajes.cl,46960,"Palma de Mallorca",ALCORCóN!!!,80,1686,197000,"RZD (Rusia)","{TV,Calefacción,Wifi,""Asientos reclinables""}","{Madrid,Paterna,Avilés}"
601997,mitoca@viajes.cl,69282,Alcorcón,Cuenta,89,1092,62000,"HŽ (Croacia)","{""Aire acondicionado"",TV,""Asientos reclinables""}","{Algeciras,Palencia,""Roquetas de Mar"",Linares,Segovia}"
602049,Sra.almonte@viajes.cl,96213,"Torrejón de Ardoz",Benalmádena,19,3660,190000,Amtrak,"{Calefacción,Agua,""Aire acondicionado"",Wifi,Baño,TV,Comida}","{""Las Palmas de Gran Canaria""}"
602054,ocpagi@viajes.cl,81848,Benalmádena,Elda,94,3442,133000,Trenitalia,"{Comida,Baño,""Asientos reclinables"",Wifi,TV,Calefacción}","{""Alcalá de Henares""}"
602062,srgeanma@viajes.cl,77458,Rubí,Avilés,65,2305,139000,Eurostar,"{TV,""Asientos reclinables"",Baño,""Aire acondicionado"",Comida}","{Getafe,Sevilla,Valladolid,Vigo,Palencia}"
602097,LucasbenOAtez@viajes.cl,751,Palencia,Lugo,22,3698,435000,"ZFBH (Bosnia y Herzegovina)","{Baño,TV,Agua,Wifi,Calefacción,""Aire acondicionado"",""Asientos reclinables""}","{Gecho,Torremolinos}"
602102,Alfonsovalenzuela@viajes.cl,49415,Ferrol,Irún,23,3337,314000,AVE,"{Calefacción,Agua,""Aire acondicionado"",Comida,Baño,Wifi}","{""Santa Cruz de Tenerife"",Oviedo,Benalmádena,Gandía}"
602103,miguel8866@viajes.cl,45435,Gerona,x,62,1186,52000,"ZSSK (Eslovaquia)","{Calefacción,""Aire acondicionado"",""Asientos reclinables""}","{Burgos,""Chiclana de la Frontera"",Mijas,Gecho,Zamora}"
602108,Sta.lira@viajes.ceele,21361,pamplona#,Zaragoza,81,844,35000,"RZD (Rusia)","{Calefacción,Comida,TV}","{Málaga,Murcia,Orense,Sabadell}"
602112,LorenzoconcepciOIn@viajes.cl,95115,Orihuela,Lugo,47,2702,218000,"MÁV (Hungría)","{""Aire acondicionado"",""Asientos reclinables"",Agua,Wifi,Baño}","{Benidorm,""Cornellá de Llobregat"",Torrevieja}"
602127,sta.8710@viajes.cl,7852,Getafe,Cáceres,99,2789,287000,"TGV (SNCF)","{Comida,Calefacción,Baño,""Asientos reclinables"",""Aire acondicionado""}","{Oviedo,""Mollet del Vallés"",""La Coruña""}"
602128,gutolo@viajes.cl,83802,Cáceres,Orense,69,950,31000,"ÖBB (Austria)","{Agua,Calefacción,Wifi}","{Majadahonda,""Alcalá de Guadaira""}"
602129,josOo3471@viajes.cl,13843,Orense,Córdoba,7,3488,223000,"ZS (Eslovenia)","{Calefacción,""Aire acondicionado"",Wifi,Baño,Agua,Comida}","{Coslada,Vitoria,""San Sebastián"",Huelva}"
602131,DaniellOIpez@viajes.cl,73394,Vitoria,RUBí!!!,82,1389,77000,"VR (Finlandia)","{Wifi,Calefacción,Baño}","{""Roquetas de Mar"",Cáceres,Lorca,Elche,Calahorra}"
602136,elpees@viajes.cl,69073,Rubí,Málaga,98,1849,197000,Eurostar,"{TV,Agua,Calefacción,Wifi}","{Coslada,""Sanlúcar de Barrameda""}"
602147,maelprcr@viajes.ceele,59279,"Roquetas de Mar","Alcalá de Henares",3,419,57000,"Nederlandse Sp",{},"{""Cornellá de Llobregat"",Vitoria,Cáceres}"
602148,armando6407@viajes.cl,66506,"alcalá de henares#",Parla,50,538,93000,"BDZ (Bulgaria)",{},"{""Alcalá de Henares"",Fuengirola,""Palma de Mallorca"",Burgos}"
602167,lumoch@viajes.cl,73928,Guadalajara,Móstoles,93,3679,292000,"DSB (Dinamarca)","{Agua,Comida,TV,Baño,Calefacción,Wifi,""Asientos reclinables""}","{Marbella,Pamplona,Ceuta,Tarragona}"
602169,guabsa@viajes.cl,84803,"Palma de Mallorca",Tarragona,66,1569,54000,"ŽFBH (Bosnia y Herzegovina)","{Calefacción,Comida,""Asientos reclinables"",""Aire acondicionado""}","{""Castellón de la Plana""}"
602188,rotema@viajes.cl,7264,Alcoy,"San Sebastián",58,1063,84000,Trenitalia,"{""Aire acondicionado"",Agua,Calefacción}","{Leganés,Elda,""San Sebastían de los Reyes""}"
602189,Catalinaolivas@viajes.cl,10977,"San Sebastián",Pamplona,36,4074,465000,"NS International","{""Aire acondicionado"",""Asientos reclinables"",Calefacción,Agua,Comida,Wifi,TV}","{Torrevieja,Palencia}"
602197,sr.5449@viajes.cl,57150,Torrelavega,Benidorm,71,1747,188000,"SJ (Suecia)","{Baño,Comida,Agua,Calefacción}","{Lugo,Sevilla}"
602209,Rosariosotelo@viajes.ceele,86609,Cáceres,Benidorm,45,399,151000,Trenitalia,{},"{Rivas-Vaciamadrid,Paterna}"
602232,Sr.varela@viajes.cl,56011,Jaén,"Palma de Mallorca",80,3063,287000,"CP (Portugal)","{""Asientos reclinables"",Comida,Baño,TV,Wifi,Calefacción}",{Bilbao}
602238,capaba@viajes.ceele,74673,"Palma de Mallorca",Alicante,91,336,113000,"NSB (Noruega)",{},"{""Molina de Segura"",Valladolid}"
602277,srsecabr@viajes.cl,27674,"Roquetas de Mar",Pontevedra,42,358,50000,"VRZ (Croacia)",{},"{Ávila,Arrecife}"
602280,josOo4635@viajes.cl,82330,Pontevedra,"Jerez de la Frontera",18,635,187000,"Deutsche Bahn (DB)",{},"{Fuengirola,""El Ejido""}"
602283,guesma@viajes.cl,96290,"Jerez de la Frontera",Majadahonda,25,290,131000,"DSB (Dinamarca)",{},"{""Chiclana de la Frontera"",Burgos,""Cornellá de Llobregat""}"
602305,marOAa1691@viajes.cl,41323,Ávila#,TORRELAVEGA!!!,13,1664,191000,Eurostar,"{Wifi,Agua,Comida,Baño}","{Orihuela,Badalona}"
602314,dorotea7515@viajes.cl,28010,Alcorcón,Inca,78,2976,205000,"MÁV (Hungría)","{""Aire acondicionado"",Agua,""Asientos reclinables"",Comida,Baño,Wifi}","{Sabadell,Lérida,""Molina de Segura""}"
602333,bemole@viajes.cl,41168,"Ciudad Real",Granada,59,2176,261000,"ZSSK (Eslovaquia)","{Agua,Comida,Baño,Calefacción,""Aire acondicionado""}","{Motril,Córdoba,Gijón,Telde}"
602343,sra.2677@viajes.ceele,36173,Ceuta,"San Fernando",25,670,53000,"SJ (Suecia)",{},"{""Pozuelo de Alarcón"",Granada,Cáceres,Cáceres,Burgos}"
602344,Adrianaterrazas@viajes.cl,8456,"San Fernando",Calahorra,69,295,67000,Italo,{},"{Torremolinos,Pontevedra,Alcobendas,Cartagena,Valencia}"
602352,sonia467@viajes.cl,53936,"Hospitalet de LLobregat",Badalona,31,4279,404000,"CP (Portugal)","{""Aire acondicionado"",Baño,Calefacción,""Asientos reclinables"",Agua,Wifi,TV}","{Toledo,Rivas-Vaciamadrid}"
602353,guarvi@viajes.cl,53543,Badalona,"El Prat de LLobregat",28,3517,182000,"PKP (Polonia)","{Baño,""Asientos reclinables"",Calefacción,Wifi,""Aire acondicionado"",TV}","{""La Línea de la Concepción"",Oviedo,Cuenta,""La Coruña""}"
602373,Sta.cruz@viajes.cl,89845,Ceuta,Lérida,50,1992,86000,"ÖBB (Austria)","{Wifi,Calefacción,TV,Baño}","{Puertollano,Madrid,Irún,Coslada}"
602378,Sra.tejada@viajes.cl,76723,Granollers,Cádiz,85,2163,170000,"NS International","{Baño,TV,Comida,Agua,Calefacción}","{Benalmádena,Gandía,Valdemoro,""El Prat de LLobregat""}"
602387,sta.8710@viajes.cl,80297,Baracaldo,"Sanlúcar de Barrameda",5,3429,137000,"Nederlandse Sp","{Wifi,TV,Agua,""Asientos reclinables"",Baño,Calefacción}",{Santander}
602391,micaela6140@viajes.cl,22208,Mataró,Lérida,63,3830,433000,Italo,"{TV,Wifi,Baño,Comida,""Aire acondicionado"",Agua,Calefacción}","{Ávila,Cuenta,""San Sebastián"",Sagunto,Murcia}"
602398,Juanatoro@viajes.cl,90954,Lérida,"Collado Villalba",79,2076,52000,"ZS (Eslovenia)","{Calefacción,""Asientos reclinables"",Comida,Baño}","{""Palma de Mallorca"",Rivas-Vaciamadrid,Rubí}"
602404,clemente8946@viajes.ceele,40779,ceuta#,Gandía,3,4071,430000,"ŽSSK (Eslovaquia)","{Comida,Baño,TV,""Aire acondicionado"",Calefacción,""Asientos reclinables"",Agua}","{Orense,""El Prat de LLobregat""}"
602420,sra.4066@viajes.cl,63828,Linares,Rubí,66,1773,196000,Italo,"{Calefacción,TV,""Aire acondicionado"",Baño}","{""Sanlúcar de Barrameda"",Algeciras,Ferrol}"
602427,arsana@viajes.cl,48441,Rubí,Arrecife,43,1123,108000,"Deutsche Bahn (DB)","{""Aire acondicionado"",""Asientos reclinables"",Agua}","{Albacete,Gandía,Estepona,""Palma de Mallorca""}"
602428,sr.4316@viajes.cl,91078,Arrecife,Torrevieja,88,3063,210000,Thalys,"{Wifi,""Aire acondicionado"",Baño,TV,Calefacción,Agua}","{Baracaldo,Pamplona}"
602515,Robertoornelas@viajes.cl,25653,Rubí,Móstoles,4,214,66000,"DSB (Dinamarca)",{},"{Lorca,Cáceres,Guadalajara,Móstoles}"
602523,begrza@viajes.cl,27521,"Alcalá de Henares","Hospitalet de LLobregat",79,3861,345000,AVE,"{""Asientos reclinables"",Agua,""Aire acondicionado"",Wifi,Comida,Baño,TV}","{Viladecans,Lugo,Baracaldo,""San Fernando"",""Torrejón de Ardoz""}"
602535,pedro1766@viajes.cl,93390,Santander,Getafe,77,1653,199000,Renfe,"{TV,Calefacción,Wifi,Comida}","{Rivas-Vaciamadrid,Marbella}"
602540,paququ@viajes.cl,28036,Tarrasa,Segovia,55,2931,142000,"NSB (Noruega)","{""Aire acondicionado"",TV,Wifi,Calefacción,""Asientos reclinables"",Comida}","{Motril,Linares}"
602555,pazaba@viajes.cl,56830,Benalmádena,Málaga,8,2059,78000,"Deutsche Bahn (DB)","{Baño,Comida,""Asientos reclinables"",Calefacción}","{""Torrejón de Ardoz"",Sevilla,Oviedo}"
602561,rosario4305@viajes.cl,87729,Vigo,"PALMA DE MALLORCA!!!",27,1949,114000,"SJ (Suecia)","{Wifi,Calefacción,Baño,TV}","{Avilés,Ávila,Gerona}"
602562,marta1746@viajes.cl,73691,"palma de mallorca#",COSLADA!!!,4,181,169000,"BDZ (Bulgaria)",{},"{""Jerez de la Frontera"",Baracaldo,""Cerdañola del Vallés"",Gijón,Granollers}"
602588,horacio1948@viajes.cl,84980,Mataró,Puertollano,35,1103,105000,"SJ (Suecia)","{Calefacción,Agua,Baño}","{Rivas-Vaciamadrid,Salamanca,Coslada}"
602597,Virginiaparedes@viajes.cl,85833,Almería,Albacete,8,3085,104000,Italo,"{Baño,Comida,""Asientos reclinables"",""Aire acondicionado"",Wifi,Agua}","{Tarrasa,""Molina de Segura"",Tarrasa,Córdoba}"
602607,RebecaaragOIn@viajes.cl,56274,Oviedo,León,70,2143,170000,"CD (República Checa)","{""Aire acondicionado"",Baño,TV,Wifi}",{Badalona}
602609,esperanza9416@viajes.ceele,89919,Alcorcón,Toledo,45,1473,113000,"NS International","{Agua,TV,""Asientos reclinables"",Comida}","{""Alcalá de Guadaira"",""La Línea de la Concepción"",Ávila,Mijas,""Alcalá de Guadaira""}"
602610,ramOIn5459@viajes.cl,98507,Benidorm,Valladolid,69,4259,298000,"VR (Finlandia)","{Agua,Wifi,TV,""Asientos reclinables"",Comida,""Aire acondicionado"",Calefacción}","{Tarrasa,Córdoba,Leganés,Zamora,""Santa Lucía de Tirajana""}"
602626,Miguelfranco@viajes.cl,25019,"Dos Hermanas",Barcelona,16,2409,214000,"DSB (Dinamarca)","{Agua,Comida,TV,""Asientos reclinables"",Wifi}","{Majadahonda,Linares,""Santa Coloma de Gramanet"",Zamora}"
602628,grpele@viajes.ceele,26018,Alicante,Tarragona,35,1667,127000,"CD (República Checa)","{Wifi,Comida,Agua,Calefacción}","{""El Prat de LLobregat"",Vigo,Pamplona}"
602631,Bernardoalicea@viajes.cl,70047,Tarragona,Valdemoro,9,2789,292000,"CD (República Checa)","{Comida,""Asientos reclinables"",Calefacción,TV,Baño}","{""Dos Hermanas"",Barcelona,Torrelavega}"
602636,luacso@viajes.cl,25386,"Chiclana de la Frontera","Castellón de la Plana",10,2143,51000,Renfe,"{Agua,Calefacción,Wifi,Baño}","{Torrelavega,Gecho,Santander,Inca}"
602637,vOAroma@viajes.cl,41047,"Castellón de la Plana",Puertollano,26,2630,170000,"MÁV (Hungría)","{TV,Wifi,Agua,Comida,""Asientos reclinables""}","{Torremolinos,""Talavera de la Reina""}"
602642,estela6150@viajes.cl,39151,Puertollano,"El Puerto de Santa María",69,743,47000,Renfe,"{Baño,Wifi,Calefacción}","{Córdoba,Lérida,Barcelona,Avilés}"
602653,Manuelacevedo@viajes.cl,76976,gandía#,PONTEVEDRA!!!,49,1097,58000,AVE,"{""Aire acondicionado"",Baño,Agua}","{Cáceres,Tarrasa,""El Ejido"",""La Línea de la Concepción""}"
602658,Teresaolivera@viajes.cl,13830,Pontevedra,Ferrol,24,2984,162000,"ŽFBH (Bosnia y Herzegovina)","{""Asientos reclinables"",Calefacción,Agua,Comida,""Aire acondicionado"",Baño}","{Vigo,Zaragoza}"
602663,jorge2679@viajes.cl,18150,Ferrol,"Santa Coloma de Gramanet",100,2969,294000,"ZS (Eslovenia)","{TV,Agua,Calefacción,Wifi,Baño,""Aire acondicionado""}","{Madrid,Orense,""Cerdañola del Vallés""}"
602673,ana4058@viajes.cl,99457,"Roquetas de Mar",Reus,37,718,153000,Trenitalia,{},"{Bilbao,Madrid,""Roquetas de Mar"",Málaga,Córdoba}"
602674,raorri@viajes.cl,75876,Reus,Gerona,100,2880,134000,"SBB (Suiza)","{Calefacción,Baño,""Aire acondicionado"",Comida,""Asientos reclinables""}","{Granada,""Castellón de la Plana""}"
602682,grpele@viajes.cl,25661,gerona#,Estepona,97,4140,341000,"Nederlandse Sp","{Wifi,TV,Calefacción,Comida,Baño,Agua,""Asientos reclinables""}","{""Torrejón de Ardoz"",""Alcalá de Henares""}"
602698,Gracielavenegas@viajes.cl,17638,Linares,"San Sebastían de los Reyes",68,556,14000,"NSB (Noruega)",{},"{Oviedo,Torremolinos,Palencia,Sevilla}"
602706,josOo586@viajes.cl,11112,x,Arrecife,31,2981,336000,"ÖBB (Austria)","{""Aire acondicionado"",Baño,Comida,""Asientos reclinables"",TV,Calefacción}","{Arrecife,Barcelona,""San Sebastían de los Reyes""}"
602714,agustOAn4619@viajes.cl,52624,Arrecife,Murcia,19,1078,102000,"SBB (Suiza)","{Calefacción,TV,Wifi}","{""El Prat de LLobregat"",""Chiclana de la Frontera"",""Hospitalet de LLobregat"",Badajoz,León}"
602715,ester8178@viajes.cl,55165,Cáceres,Salamanca,48,3990,160000,Thalys,"{""Aire acondicionado"",Wifi,Comida,Calefacción,""Asientos reclinables"",Baño,Agua}","{Mataró,Gerona}"
602723,Josefinasoria@viajes.cl,37519,Salamanca,Zaragoza,37,2187,180000,"SNCB (Bélgica)","{Baño,""Asientos reclinables"",Calefacción,Wifi,""Aire acondicionado""}","{""Talavera de la Reina"",Pamplona,Parla}"
602724,concepciOIn3862@viajes.cl,37014,Zaragoza,Mérida,7,555,149000,"Deutsche Bahn (DB)",{},"{Inca,""Roquetas de Mar"",Ceuta}"
602725,julio4678@viajes.cl,70438,Rubí,Vitoria,94,1921,174000,"CFR (Rumania)","{Agua,Baño,""Asientos reclinables"",Comida}","{Cáceres,""Santa Lucía de Tirajana"",Torremolinos}"
602738,elena1157@viajes.cl,48682,"Alcalá de Guadaira",León,53,4007,290000,"TGV (SNCF)","{Agua,Comida,""Aire acondicionado"",Wifi,TV,Baño,Calefacción}","{Sagunto,Albacete}"
602739,Sra.alonso@viajes.cl,54106,"Ciudad Real","Santiago de Compostela",83,836,87000,"SJ (Suecia)","{""Aire acondicionado"",Wifi,Agua}","{Ceuta,""San Sebastían de los Reyes""}"
602740,ignacio8367@viajes.cl,8483,Fuenlabrada,Barcelona,95,1866,88000,"BDZ (Bulgaria)","{Comida,Calefacción,Wifi,Agua}","{Irún,Pamplona,Telde,""Las Palmas de Gran Canaria"",Gijón}"
602758,besear@viajes.cl,3418,Palencia,Barcelona,26,1119,56000,"ÖBB (Austria)","{Baño,Wifi,""Asientos reclinables""}","{""Collado Villalba"",Fuengirola}"
