correo,puntos,razon_descarte
claudia3864958@marmol.com,-6558,No es una persona válida o correo inválido
lourdes6422863@viajesanma.com,5835,No es una persona válida o correo inválido
,8630,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Sra.rodríquez838@marmol.com,9768,No es una persona válida o correo inválido
jearma770@tourket.com,0,No es una persona válida o correo inválido
grarvi741@outluc.com,0,No es una persona válida o correo inválido
ramiro9519272@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
cecilia7269936@viajesanma.com,0,No es una persona válida o correo inválido
mariano127868@viajes.cl,,No es una persona válida o correo inválido
macaur888@viajesanma.com,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
sr.7235416@wass.com,0,No es una persona válida o correo inválido
sralrofr303@viajesanma.com,10666,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
lucia7493903@viajes.cl,,No es una persona válida o correo inválido
horacio8321895@wass.com,3861,No es una persona válida o correo inválido
,11577,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
stmicica198@marmol.com,2368,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
sta.6908701@wass.com,-24687,No es una persona válida o correo inválido
Sr.negrete631@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Jacobofrías208@wass.com,,No es una persona válida o correo inválido
andrea2042333@outluc.com,14955,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
stritiva170@marmol.com,6190,No es una persona válida o correo inválido
Víctortejeda438@viajes.cl,,No es una persona válida o correo inválido
jorge8296732@viajes.cl,,No es una persona válida o correo inválido
Carlosriojas590@viajesanma.com,2985,No es una persona válida o correo inválido
Davidestévez480@outluc.com,3119,No es una persona válida o correo inválido
dogari515@viajes.cl,,No es una persona válida o correo inválido
,6883,No es una persona válida o correo inválido
benito1937907@viajesanma.com,18597,No es una persona válida o correo inválido
,24310,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
magdalena5113521@outluc.com,4392,No es una persona válida o correo inválido
sara5948197@tourket.com,11711,No es una persona válida o correo inválido
Danielnarváez240@tourket.com,-444,No es una persona válida o correo inválido
esteban6674342@viajes.cl,,No es una persona válida o correo inválido
emilia1770851@viajes.cl,,No es una persona válida o correo inválido
Sta.delacrúz958@edubus.cal,1704,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
víctor1250825@outluc.com,0,No es una persona válida o correo inválido
arpimi555@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
gugopa303@outluc.com,1458,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
maría8303241@tourket.com,0,No es una persona válida o correo inválido
aravay153@edubus.cal,-25647,No es una persona válida o correo inválido
,680,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
tecama375@viajes.cl,,No es una persona válida o correo inválido
juan7056592@viajesanma.com,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,20324,No es una persona válida o correo inválido
,7949,No es una persona válida o correo inválido
gubeca477@outluc.com,17865,No es una persona válida o correo inválido
cecilia2200858@tourket.com,0,No es una persona válida o correo inválido
julio8207159@viajes.cl,,No es una persona válida o correo inválido
Julialeal136@wass.com,-1690,No es una persona válida o correo inválido
pejusa630@edubus.cal,2272,No es una persona válida o correo inválido
germán1669314@outluc.com,1000,No es una persona válida o correo inválido
sra.206109@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Alejandracastañeda163@tourket.com,0,No es una persona válida o correo inválido
Sta.alfaro534@wass.com,0,No es una persona válida o correo inválido
Sr.acevedo879@edubus.cal,-3126,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
carolina833891@viajesanma.com,-7222,No es una persona válida o correo inválido
Vicentedelgadillo488@edubus.cal,5508,No es una persona válida o correo inválido
josé2853454@outluc.com,6488,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
sra.5855316@edubus.cal,12567,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
jualig422@tourket.com,14915,No es una persona válida o correo inválido
Alejandroaguilera226@tourket.com,5463,No es una persona válida o correo inválido
Lorenzosolano516@tourket.com,22680,No es una persona válida o correo inválido
,2871,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
magdalena6480648@edubus.cal,,No es una persona válida o correo inválido
Sr.tirado736@outluc.com,0,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
stirmépr243@edubus.cal,2320,No es una persona válida o correo inválido
sta.9270840@edubus.cal,19944,No es una persona válida o correo inválido
maanvaju254@viajes.cl,,No es una persona válida o correo inválido
Sta.salazar371@viajesanma.com,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
maqura244@tourket.com,1638,No es una persona válida o correo inválido
rodrigo3395108@outluc.com,340,No es una persona válida o correo inválido
marta6290290@viajes.cl,,No es una persona válida o correo inválido
eloisa5952422@outluc.com,15627,No es una persona válida o correo inválido
soledad8677339@viajesanma.com,0,No es una persona válida o correo inválido
Doloressáenz211@wass.com,7661,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Santiagocornejo308@viajes.cl,,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
bldevi570@tourket.com,8037,No es una persona válida o correo inválido
Amaliacarrero334@outluc.com,11356,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
stmórule909@viajesanma.com,6488,No es una persona válida o correo inválido
rosaar844@wass.com,12934,No es una persona válida o correo inválido
lilia618791@viajesanma.com,-5780,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Sta.abrego714@viajesanma.com,10902,No es una persona válida o correo inválido
eszate416@tourket.com,,No es una persona válida o correo inválido
Cristianesquibel551@viajesanma.com,4743,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Claravela647@wass.com,16503,No es una persona válida o correo inválido
rafael7453884@wass.com,966,No es una persona válida o correo inválido
manuel4069228@viajes.cl,,No es una persona válida o correo inválido
stelpial415@viajes.cl,,No es una persona válida o correo inválido
Pedrobermúdez301@viajes.cl,,No es una persona válida o correo inválido
,19793,No es una persona válida o correo inválido
Timoteoferrer745@tourket.com,5237,No es una persona válida o correo inválido
maría8660779@viajes.cl,,No es una persona válida o correo inválido
caheab337@viajes.cl,,No es una persona válida o correo inválido
josé9298525@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,13710,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
srlubaqu223@wass.com,9989,No es una persona válida o correo inválido
,2470,No es una persona válida o correo inválido
Sr.guajardo991@wass.com,22414,No es una persona válida o correo inválido
stmapubé533@viajes.cl,,No es una persona válida o correo inválido
anmave718@viajes.cl,,No es una persona válida o correo inválido
mariano2360541@edubus.cal,0,No es una persona válida o correo inválido
Sr.malave666@viajesanma.com,8840,No es una persona válida o correo inválido
sr.4162833@outluc.com,1336,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
maría8426631@viajes.cl,,No es una persona válida o correo inválido
Luisabustamante657@viajes.cl,,No es una persona válida o correo inválido
ramona601260@outluc.com,153,No es una persona válida o correo inválido
Cristianamaya567@edubus.cal,4963,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
ester2119354@wass.com,14791,No es una persona válida o correo inválido
sra.8577415@wass.com,,No es una persona válida o correo inválido
Sr.bustamante598@outluc.com,2960,No es una persona válida o correo inválido
