nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Rebeca Matías Segura,remase480@viajes.cl,g4YNB1kWslmKWo,Rebecasegura113,+56 2 8667 8028,,,Nocturno,Colmena,Part time,
Concepción González Fierro,Concepciónfierro387@viajes.cl,NTSe1u6rD,concepción176941,+56 9 4095 0707,-11677423,,Diurno,Consalud,Full time,2
Sta. Manuela Menchaca Garica,sta.8775554@viajes.cl,6yRtCbMnSQ,stmamega109,+56 2 3130 0767,-16525203,,Diurno,Más vida,Part time,9
Sta. Jorge Luis Mena Loera,sta.7960175@wass.com,jg5eFM6lw2qT,stjolumelo157,,867830,0,,,,8
Sta. Alejandra Velásquez de Jesús,Sta.jesús912@viajesanma.com,,stalvedeje979,+56 2 4487 1165,14454699,0,,,,7
Alfredo Saavedra Flórez,alsafl716@viajesanma.com,0ZRE0Y4o,,+56 9 6081 1263,11841910,4478,,,,3
José Mascareñas Casillas,Josécasillas920@marmol.com,9evhC4cT6BvO,jomaca570,+56 9 8745 0282,-19352291,1204,,,,2
María Teresa Delatorre Mota,,0RtmSX2616Nj4CNN,matedemo127,+56 9 9795 7956,-6786186,3420,,,,8
Esperanza Alva Muro,esalmu883@marmol.com,UWTdkNs8,esalmu147,+56 9 6963 0401,,,,,,
César Tapia Cavazos,césar4731601@tourket.com,xOh5znBGcMc0,césar7288113,+56 2 9886 4106,-17139852,18921,,,,5
Sta. Amalia Olivas Ojeda,,CvACc2AiDA6PO,sta.7589331,+56 2 3826 4207,1840825,,Nocturno,Colmena,Part time,2
Rosario Angulo Trejo,,tyB71mxpS5wcYd8,rosario8400859,+56 2 6738 1702,18682222,265,,,,6
Claudia Benavídez Araña,Claudiaaraña688@tourket.com,,Claudiaaraña612,+56 9 4467 3546,7727958,1312,,,,K
Julia Briones Soto,julia6741138@edubus.cal,LvEy4iExd0,,+56 2 7690 3502,-24881360,10819,,,,1
,stelpial415@viajes.cl,,Sta.alejandro553,+56 2 6944 3051,4167197,,Nocturno,Consalud,Full time,1
Micaela Guardado Montañez,migumo638@tourket.com,,Micaelamontañez608,+56 9 8849 3942,26037522,0,,,,9
,gigaca714@outluc.com,kbC6EHj0dx0,gigaca189,+56 2 9063 9848,10654329,2856,,,,1
Margarita Piña Páez,mapipá124@tourket.com,,margarita6533737,+56 2 5846 1420,24173800,,,,,0
Irene Ocampo Vega,irocve911@tourket.com,iSlggxu4OSm,irocve557,,25574802,3200,,,,5
Daniel Zúñiga Muro,dazúmu577@marmol.com,h0RQf7U2Rbg3,,+56 9 4666 1473,14699043,,,,,6
Mariana Roldán Matías,maroma719@viajes.cl,eLzbR9KGER0,Marianamatías396,,16837655,,Nocturno,Consalud,Part time,3
,vicente5224724@viajes.cl,GE9s5ucjsUtZGx,vigomo509,+56 9 2416 9830,22499644,,Diurno,Colmena,Part time,6
Daniel Carrero Macías,,6iXwhsqqINDHnd2,dacama785,+56 9 6175 4384,26880186,,Nocturno,Banmédica,Full time,3
Sta. María Arguello Abrego,sta.1321289@viajes.cl,eUjS6tyVZpm7nVc5,stmaarab600,,5401734,,Diurno,Banmédica,Full time,0
Jorge Murillo Posada,jomupo612@viajesanma.com,,jomupo413,+56 2 2145 2471,21140322,20604,,,,5
Teodoro Batista Valverde,tebava486@viajes.cl,CajcT4FS7sCQ59,,+56 2 6547 0824,953469,,Diurno,Fonasa,Full time,5
Sta. Hugo Caraballo Castellanos,sta.3181394@viajesanma.com,,sta.5266189,+56 2 3858 3115,14901572,0,,,,8
César Serrato Delvalle,,9uWoaxCFvgT0A,Césardelvalle296,+56 2 8787 5698,22594889,,Nocturno,Más vida,Part time,5
,Tomásbenítez482@outluc.com,503Ve2iY7,tomás4934781,+56 9 9353 7969,24166038,31808,,,,9
Alejandra Altamirano Reyes,Alejandrareyes269@viajesanma.com,AH1WGGtGwC890aM,alalre536,+56 9 4889 3090,,11705,,,,
Rosa Villa Correa,Rosacorrea351@outluc.com,VadUeMcCUrEtb4p9,rovico747,,21104262,0,,,,1
Carlota Collazo Gómez,Carlotagómez998@marmol.com,,Carlotagómez868,+56 9 4698 9290,6203667,12991,,,,2
Fernando Galarza Ureña,Fernandoureña815@viajesanma.com,Hu6Y8XZgo,Fernandoureña873,+56 9 4480 1327,,10081,,,,
Salvador Flórez Escobar,salvador2969268@marmol.com,,Salvadorescobar874,+56 9 2745 3393,2978979,13180,,,,7
Sr. Jerónimo Cadena Loera,sr.2004578@outluc.com,,sr.4665158,+56 9 2275 0379,8931429,8844,,,,1
Gilberto Ulibarri Salazar,,Zj8qHDu9d6NF,Gilbertosalazar631,+56 2 3124 3515,7726566,435,,,,K
Jerónimo Alanis Villa,,7gwrRVqgF7mf,Jerónimovilla909,+56 9 0943 4693,3370282,19362,,,,5
,Soledadserrano180@viajes.cl,DSO6cdzvh,Soledadserrano183,+56 2 3299 7766,29674991,,Diurno,Fonasa,,5
Leticia López Velásquez,Leticiavelásquez162@marmol.com,Fnzj43WZrSg4,Leticiavelásquez250,,6040471,9940,,,,2
Mariana Rosario Meraz,marome841@wass.com,jmKX36o6Wa90l4,Marianameraz515,+56 2 3100 1584,-18377655,8022,,,,K
Sra. Mario Perea Candelaria,srmapeca583@marmol.com,H5c4SBWs6d5c,sra.3655286,,908900,0,,,,4
Estela Delvalle Ornelas,Estelaornelas266@viajes.cl,VsFH5rl9P,esdeor162,,3670223,,Nocturno,Fonasa,,0
Teresa Collazo Irizarry,teresa7197541@viajes.cl,M9j1AbDmRpQuGe2F,tecoir266,+56 2 3634 7146,,,Diurno,Fonasa,Full time,
,sra.2732880@wass.com,wpPOT7aBbd,sra.8272941,+56 2 4156 0949,24081047,15009,,,,6
María José Sosa Quintanilla,maría6928605@viajes.cl,BbE3E8Z51uh9hZ,,+56 9 9201 2963,20583320,,Nocturno,Colmena,Full time,K
,Isabelmena216@tourket.com,Yh6mskVlDMMTAhOh,isceme882,+56 2 2627 8580,,0,,,,
Pedro Marroquín Bermúdez,Pedrobermúdez301@viajes.cl,,pemabe414,+56 9 8943 0380,12942194,,Nocturno,,Part time,0
Eloisa Estévez Vera,,UQdvYTv6b,elesve963,+56 2 6517 0870,15089149,0,,,,3
Magdalena Ornelas Bétancourt,,tPVPLmM7Dmc,Magdalenabétancourt437,+56 2 3899 5279,4939906,0,,,,5
,senaal665@marmol.com,mB2MfUITc,Sergioalmonte220,+56 9 5927 6069,8387074,2112,,,,5
Juan Carlos Alanis Ornelas,Juanornelas107@viajes.cl,yCUjK3u0ixS,Juanornelas708,+56 2 7412 3554,,,Diurno,Banmédica,Full time,
Armando Navarro Valdés,arnava327@edubus.cal,94cyaDcord,,+56 9 4713 6514,13327790,0,,,,0
Roberto Gurule Carbajal,,Cv70zOvFhjz45,Robertocarbajal418,+56 2 7828 4719,5920628,19793,,,,1
,Miguelgaribay600@edubus.cal,4NLrQMAX7pqXDqov,miguel5675956,+56 2 3185 5740,7285457,0,,,,8
Timoteo Palacios Ferrer,Timoteoferrer745@tourket.com,wzzOPVII3g58SJnD,,+56 9 5410 6105,18471684,5237,,,,4
Mariano Mena Elizondo,mariano9083320@marmol.com,Jv88yS5hSKMdeh,,+56 9 0858 0404,19358359,3757,,,,8
María Cristina Lugo Alvarez,Maríaalvarez138@wass.com,XRb2nKv3F,,+56 9 8875 4707,28389678,15047,,,,1
Víctor Valverde García,víctor2467652@viajes.cl,,,+56 9 6580 3797,1349858,,Nocturno,Más vida,Full time,K
Concepción Olivas Palomino,concepción5641758@viajesanma.com,P3giP576zVIv7,coolpa614,+56 2 5404 8441,-27042611,0,,,,5
Esperanza Cardona Nazario,escana908@marmol.com,,esperanza2856837,+56 2 6794 4715,9855177,0,,,,8
María Teresa Ceja Porras,maría8660779@viajes.cl,23sNKF2RqzUYa,maría3081632,+56 9 0293 4269,,,Nocturno,Consalud,Full time,
Salvador Oquendo Ornelas,Salvadorornelas952@outluc.com,qEOFU3fO,salvador3742446,+56 9 7974 4916,-11173439,7216,,,,9
Carlota Hernández Abrego,caheab337@viajes.cl,Bc5DOTls,carlota9905802,+56 9 8783 8298,,,Diurno,Colmena,Full time,
Ernesto Villagómez Venegas,ernesto3617358@wass.com,5tX6EeR2FeU,,+56 9 6026 4088,-22839435,0,,,,1
,sr.3033151@edubus.cal,Lfc1OtesE,,+56 2 8489 9861,18428772,3665,,,,2
Alfonso Rosales Holguín,Alfonsoholguín841@viajes.cl,,alroho916,+56 9 4545 0581,2213126,,,,Part time,5
Raúl Méndez Porras,,yfm68rhIOz0V,Raúlporras379,+56 2 4950 7651,,0,,,,
Sta. Jesús Delafuente Patiño,sta.2056184@viajesanma.com,Bu8CZzaJzwqqIvRL,sta.367602,+56 9 0018 9621,-8652538,21792,,,,0
María del Carmen Gaytán Armijo,Maríaarmijo187@marmol.com,Lr2DJAG8NjFO,Maríaarmijo108,+56 9 6513 8696,,1967,,,,
Claudia Almanza Correa,clalco970@viajes.cl,m4Fwbxsmz3C,Claudiacorrea805,+56 9 5895 5421,,,Diurno,Colmena,Full time,
Gloria Herrera Enríquez,gloria8057209@marmol.com,BN98KrKvhE1lx,,+56 9 0395 4678,-12809962,293,,,,K
Sr. María Carvajal Castillo,Sr.castillo351@edubus.cal,6CueU5eQlH,Sr.castillo858,+56 9 1522 4400,,-1500,,,,
Guadalupe Deleón Escalante,guadalupe9436982@wass.com,s36Gz1PNHWir,Guadalupeescalante900,+56 9 5329 3008,-22173252,,,,,9
Alberto Delafuente Domínguez,,iGb47pLfhXPs7X,Albertodomínguez680,+56 2 1320 7237,1944620,7485,,,,4
Sta. Carlos Guajardo Sisneros,stcagusi967@marmol.com,6rGf4jWCXcFd,Sta.sisneros354,,18505158,7376,,,,7
Carla Zelaya Véliz,carla3634948@wass.com,Mhv1UuZ6IR,carla5701832,,13250631,13295,,,,0
José Garay Valentín,josé9298525@viajes.cl,VdRW4wsbe,jogava943,,,,Nocturno,Consalud,Part time,
Guillermo Aguayo Delagarza,,IEZeYV6TJn3NvN,Guillermodelagarza208,+56 2 6959 6759,15144181,6658,,,,5
José Emilio Magaña Carrillo,,6iYX2GErfPM,Josécarrillo441,+56 2 9029 4613,9764713,-17656,,,,5
Sr. Eva Villagómez Saiz,sr.534896@edubus.cal,,Sr.saiz710,+56 2 1715 3296,12093578,0,,,,K
Sofia Negrón Rendón,sofia428873@viajes.cl,zS4qCJ0i,sonere491,,13090931,,Nocturno,Colmena,Part time,0
Marco Antonio Cisneros Delacrúz,maancide891@edubus.cal,QD0iBO49cpsukUF,,+56 2 3820 8625,19681888,0,,,,K
Sofia Cruz Carrillo,Sofiacarrillo801@marmol.com,hGbhcPQ1,,+56 2 8515 9135,20292698,0,,,,3
Sancho Villanueva Zúñiga,sancho7190607@viajes.cl,xiiuCm8z8zRzdR,Sanchozúñiga683,+56 9 6818 4896,,,Diurno,Fonasa,Part time,
Sr. Patricia Mora Flores,,6j9DyhFTU9b8,srpamofl494,+56 2 4338 4504,2765255,,Diurno,Fonasa,Part time,7
Sr. Mariana Baca Patiño,sr.7089986@viajesanma.com,,sr.4257740,+56 9 8128 8448,14706339,850,,,,3
Ignacio Hernandes Melgar,,X3nvBC4oq5kBaFf,ignacio3199287,,10834138,,Nocturno,Colmena,Full time,6
José Emilio Montañez Serrato,,wuU7gx9QH9f,josé1472373,+56 9 3353 4038,4090118,13710,,,,3
Maricarmen Zambrano Razo,maricarmen9839855@outluc.com,f8XbgbENVZiqmM24,maricarmen3718187,,5435196,,,,,8
Benito Bonilla Valdez,benito9001182@marmol.com,vueXZPJGDb6aq,benito5070699,,21711962,7200,,,,6
Rebeca Fuentes Alicea,Rebecaalicea844@wass.com,fQBVqfY4K,,+56 9 0588 0326,,12795,,,,
María Eugenia Alanis Armendáriz,maría5146627@wass.com,3xRnB0aHCC2T5u,,+56 9 0603 7841,12968413,14597,,,,5
Ricardo Delgadillo Moreno,Ricardomoreno509@tourket.com,G4n9n5Df9V,ridemo270,,16666839,7146,,,,5
Santiago Nájera Fernández,santiago8939101@viajesanma.com,SCa1CsaIKMka3,,+56 9 6819 6940,18897136,0,,,,9
Ramona Roldán Alfaro,raroal891@viajesanma.com,,ramona539174,+56 9 1946 4545,12358288,12384,,,,8
,Jacobogalindo489@marmol.com,015W7TFskSl99,janaga120,+56 2 6085 2937,25335777,1632,,,,0
Sr. Guillermina Arias Almanza,,pYQMm0UeH,srguaral897,+56 9 8691 4285,13385757,8667,,,,5
Adán Rosado Collado,Adáncollado289@viajes.cl,hhjULSOSgXou8nZ,adroco322,+56 2 6249 8364,,,Nocturno,Más vida,Part time,
Sra. Lucas Baca Quintanilla,srlubaqu223@wass.com,,sra.4684278,,2756189,9989,,,,6
Mateo Pérez Garza,mapéga398@viajes.cl,ePnoW0UN,Mateogarza510,,-19448135,,Diurno,Consalud,Part time,7
Ariadna Casárez Urrutia,Ariadnaurrutia681@viajesanma.com,LkOmV44vmlQraU,ariadna2799533,+56 9 3830 2754,,17978,,,,
Ramona Rico Madrid,,iEqwv9h2XVEn,ramona9196298,,6212710,,Diurno,Consalud,,4
Sta. Débora Terrazas Piña,stdétepi368@edubus.cal,WiadYpYgyNYe5C,,+56 9 2314 0538,19665735,11362,,,,5
Leticia López Bétancourt,Leticiabétancourt765@outluc.com,0iLnQjQU,Leticiabétancourt168,,8619097,0,,,,4
Francisca Narváez Godoy,,5gpBEiI88C7BLnu5,francisca6292418,+56 9 2697 5549,20812986,4542,,,,4
Sr. Adán Mojica Carrion,,NKYMHBxRzt13bWe,sr.9921597,+56 9 5567 3232,23292161,2695,,,,7
,Cristobalpalomino745@viajesanma.com,yzBk6N9BkSYcBE,Cristobalpalomino605,+56 2 3377 0544,3118601,2128,,,,3
Sr. Armando Romo Alfaro,,FKA1Dwgb,sr.1847883,+56 2 1093 1759,4718238,2470,,,,7
,alberto5410136@edubus.cal,83z9SGSj8hBp,Albertochávez744,+56 9 5807 7945,16142717,,,,,9
Ana Marroquín Delgado,Anadelgado833@viajes.cl,L8CPB918sZ1tx,,+56 2 6908 4412,-2462714,,Nocturno,Fonasa,Part time,4
Sta. Anita Roque Arias,stanroar407@marmol.com,ZyEVtdYY4BH57jl,,+56 9 0192 7244,,0,,,,
Víctor Garibay Serrato,vígase446@wass.com,68QyuVR9hosxM,vígase311,+56 9 0440 6574,-20956304,314,,,,5
Gilberto Granado Duarte,gilberto8347756@outluc.com,4H7dIwDrTvxTdE2E,gigrdu778,+56 9 8024 5651,-2409056,14090,,,,6
Débora Narváez Gaytán,dénaga171@viajes.cl,Rb5dzRp9O,débora5266464,+56 9 0357 5655,,,Nocturno,Fonasa,Part time,
Alicia Marrero Brito,Aliciabrito558@outluc.com,,Aliciabrito899,+56 2 7122 6597,6566255,0,,,,8
,mialce409@tourket.com,n1DDrv4nX8aeZC,Miguelcerda253,+56 9 7850 5470,26352585,0,,,,K
Sta. Gabriel Olvera Meléndez,sta.2490450@wass.com,,Sta.meléndez213,+56 2 4080 7065,22551853,,,,,K
Leonor Tamayo Lira,Leonorlira295@viajes.cl,07vDX6qVOkc,letali698,,18443773,,Nocturno,Consalud,Part time,2
Rosa Portillo Badillo,Rosabadillo698@wass.com,US3BWDUku5,rosa3905406,+56 2 8013 1970,,15866,,,,
Martín Barajas Carrion,Martíncarrion350@outluc.com,,Martíncarrion114,,29132538,0,,,,6
Concepción Jaimes Ramón,,Qw9wzQaYCu9H9v0Y,Concepciónramón873,+56 9 4052 5197,4965855,,Diurno,Fonasa,Full time,9
Juan Fajardo Castellanos,juan2856902@tourket.com,EGdl6dWqU,Juancastellanos642,+56 2 9807 7432,,3734,,,,
Julio César Coronado Ybarra,jucécoyb294@outluc.com,RJFUpXXlM59d,julio8010151,+56 9 6225 8831,,4145,,,,
Sr. María Eugenia García Guajardo,Sr.guajardo991@wass.com,EmEOs6en5PkWz,,+56 2 5346 0269,26697298,22414,,,,9
Concepción Barraza Zayas,concepción4274506@wass.com,9SwYqcbtwkXx5V,,+56 2 7734 5734,12046878,,,,,2
Sr. Teodoro Rael Calvillo,,QXF8sbrC5ZNny,srteraca496,+56 9 2814 5764,18829839,,Nocturno,,Full time,7
Sr. Carla Riojas Mojica,srcarimo323@marmol.com,,sr.736612,+56 9 8269 6018,7888039,22719,,,,2
Reina Botello Nevárez,rebone891@outluc.com,ut69CSQBk3P3H,reina9549537,+56 2 3459 9499,-6732704,9477,,,,7
Carlos Chapa Toro,Carlostoro625@marmol.com,6TBaus79,Carlostoro196,+56 9 6966 8901,-15197185,8154,,,,7
Juan Carlos Quintanilla Tamayo,jucaquta598@viajes.cl,dE6U0O33lTKrN,jucaquta184,+56 2 6739 6084,,,Diurno,Más vida,Part time,
Juan Perea Griego,juan2084484@tourket.com,4twuAvz5z2K,,+56 2 6174 9907,27239975,2412,,,,1
Sta. Mariana Pulido Bétancourt,stmapubé533@viajes.cl,,stmapubé313,+56 2 0930 5605,22144498,,Nocturno,Colmena,Part time,1
Sta. Yolanda Serrano Bétancourt,sta.7373654@viajes.cl,,Sta.bétancourt795,+56 9 8827 7674,4065221,,Nocturno,Más vida,Part time,3
Alfredo Lerma Ozuna,alleoz221@edubus.cal,XkGKKGDlw48,Alfredoozuna464,+56 9 3582 1226,-478479,9021,,,,0
,anmave718@viajes.cl,ztQb872TWKYO0ndH,antonia1429995,,5723743,,Diurno,Colmena,Part time,0
Mariano Tórrez Bañuelos,mariano2360541@edubus.cal,F1oViB6iq,matóba456,,27208778,0,,,,4
Sta. Julio Olmos Guajardo,,A5lSXS7b,Sta.guajardo352,+56 9 3526 3295,-11868805,,Diurno,Consalud,Part time,8
Olivia Negrete Esquivel,olnees851@outluc.com,,Oliviaesquivel675,+56 2 4172 7209,10471627,496,,,,K
Alejandro Armas Casanova,alarca970@viajesanma.com,IpAu11lKaQ3,,+56 2 6507 6830,15612099,0,,,,5
Sr. Bernardo Santacruz Canales,,tO7Nna7bZvv15XG,Sr.canales291,+56 9 1955 7308,17761054,20123,,,,2
Mónica Cepeda Salcido,,vK1m8TKi8WCw7VT2,mócesa746,+56 9 8704 2573,27038520,0,,,,6
,Sr.gómez812@viajes.cl,sSb97anPSC8ZgWIv,sr.8467982,+56 9 9981 8755,27677764,,Nocturno,Colmena,Full time,5
Samuel Cabán Arce,samuel7438504@viajes.cl,vWvnadD21Vs1pS,samuel1433534,+56 9 1217 3488,-17384279,,Nocturno,Más vida,Full time,1
Carmen Cortez Olvera,Carmenolvera415@viajes.cl,R3deII63LG4Ph,cacool934,+56 9 9574 7686,,,Diurno,Banmédica,,
Samuel Barrios Tello,samuel955149@viajes.cl,0tBXcnT4,samuel7040452,,11163147,,,Colmena,Full time,6
José Eduardo Blanco Serrano,Joséserrano978@viajes.cl,Armv1ZXM8E,,+56 2 8306 2095,,,Diurno,Más vida,Full time,
Amalia Polanco Aparicio,ampoap519@tourket.com,gEmhrJ4ykSV8,,+56 2 6359 6097,14996585,12047,,,,8
Sr. Eduardo Sevilla Malave,Sr.malave666@viajesanma.com,8GagOpYXZqZQu0b,,+56 2 5933 2542,22986967,8840,,,,1
Sr. María Cristina Olivera Franco,sr.4162833@outluc.com,5L8oJ489,srmacrolfr829,+56 9 6293 6254,,1336,,,,
Ana Vargas Sisneros,,A78hP4FNNXzi,Anasisneros989,+56 9 5634 0194,,5111,,,,
Soledad Covarrubias Valadez,,a22a2RF6X9,socova698,+56 2 6021 2078,-14846482,-20129,,,,0
,Federicovalle678@tourket.com,DHOfAD1T3Me4Rg,Federicovalle885,+56 2 3241 5448,26213488,16668,,,,1
María Cristina Miramontes Delrío,Maríadelrío618@viajes.cl,6tOIAMokqQlo,macrmide442,,15126051,,Diurno,Consalud,Full time,9
Sta. Florencia Valdés Alvarado,Sta.alvarado908@outluc.com,bs7vg5OZXFYF0wz,,+56 2 7971 1322,17510534,-3580,,,,4
Hugo Franco Jasso,,39rGAJrb7W2,Hugojasso404,+56 2 8475 6522,809850,,Nocturno,Banmédica,Part time,6
,jogaes577@marmol.com,kQQ3cnRb2,josefina7968116,+56 2 8322 0920,22974849,4048,,,,1
Carlos Palomino Negrón,Carlosnegrón208@viajesanma.com,,Carlosnegrón910,+56 2 2005 3742,-11090572,,,,,6
Sta. Luz Arroyo Esquivel,,u3VxjJk1Zw,Sta.esquivel961,+56 9 3333 2946,22651976,0,,,,9
María Teresa Gurule Quiñones,maría8426631@viajes.cl,I8GDDset,maría5699508,+56 2 4213 9624,-2164189,,Diurno,Fonasa,Full time,8
Claudia Duarte Cazares,,xcJYbrBy3ss2U4bk,clduca235,+56 9 5301 2974,24940430,13410,,,,6
Luisa Núñez Bustamante,Luisabustamante657@viajes.cl,cTWEUy8vL,,+56 9 4419 3044,5338815,,Nocturno,Banmédica,Full time,9
Sr. Manuela Salas Velázquez,Sr.velázquez676@outluc.com,6F4vD0StHtLyNR1K,sr.9238763,,4392688,5691,,,,8
Rafael Villa Iglesias,raviig186@tourket.com,,Rafaeliglesias659,+56 2 2585 4817,14559749,,,,,8
Sta. Rafael Linares Gaitán,Sta.gaitán934@edubus.cal,iz9w7CXR0zIThhoe,,+56 9 3135 1822,7396006,5819,,,,1
Luis Miguel Lugo Fonseca,luis2971637@viajes.cl,,lumilufo703,,-12768071,,Nocturno,Colmena,Full time,K
,Rosaliabahena629@viajes.cl,x1ygMbx83sawDe6,rosalia1455383,+56 2 6591 3312,12531564,,,Colmena,Part time,K
Claudio Rangel Pelayo,Claudiopelayo969@edubus.cal,ThpMSB78Xw,claudio2206784,+56 2 9609 2643,-28845724,0,,,,7
Mariano Sauceda Quintana,mariano6034164@tourket.com,dkTLs2qlcCN,,+56 9 3240 2603,20520776,5271,,,,7
Agustín Valdivia Baeza,agustín1788879@wass.com,jWwtWWMHV3,Agustínbaeza845,+56 9 1071 9309,-29021589,7131,,,,7
Gregorio Escobedo Aranda,Gregorioaranda489@viajesanma.com,jINT5LJJ9,,+56 9 2470 7297,22047444,0,,,,5
,,U31i8nSsftx12fS,dolores3254387,+56 2 0877 0294,18329522,3785,,,,5
Enrique Lebrón Ozuna,Enriqueozuna731@viajes.cl,,enleoz492,+56 9 8594 6909,,,Diurno,Fonasa,Full time,
Sonia Romo Maestas,Soniamaestas221@edubus.cal,UQ5Pka5RWbjZ8rlC,,+56 9 9533 8956,8433526,3576,,,,6
Ramona Matos Velasco,ramona1856818@wass.com,WIchuQlRy8a99R0,ramave800,,16875373,0,,,,K
Ramona Tijerina Benítez,ramona601260@outluc.com,cHy3mRfVHFRPSkv,ramona1942660,+56 9 1863 2595,-1351249,153,,,,3
,Cristianamaya567@edubus.cal,,Cristianamaya495,+56 9 3090 1224,,4963,,,,
Sta. Cristobal Niño Zambrano,sta.7727660@viajes.cl,tyAd8nzGVU,,+56 9 4697 6247,24385967,,Nocturno,Consalud,Full time,0
Ángela Montez Ibarra,ánmoib494@viajesanma.com,,ángela2298651,+56 2 9482 3213,23477285,2704,,,,6
Sra. Maricarmen Portillo Abreu,sra.8853461@marmol.com,iKFvTbCkwd6fBd,sra.7101445,+56 9 0551 4295,,0,,,,
Lourdes Soria Amador,,6XlOccCD,Lourdesamador267,,16616602,0,,,,0
Ángela Quezada Lomeli,ángela5366364@outluc.com,6is1oTu2ndzX,,+56 9 5946 2317,3973226,1044,,,,2
Sergio Murillo Salcido,Sergiosalcido871@outluc.com,cojG4A9vsvpB9,Sergiosalcido877,+56 9 4198 2043,,0,,,,
Berta Chavarría Banda,Bertabanda371@edubus.cal,H6HdMKkWOKtw,berta4620539,+56 2 9038 8586,-947450,3607,,,,1
Javier Tovar Gaytán,Javiergaytán668@outluc.com,T5gK9NYCyFVt9BHv,Javiergaytán144,+56 2 6572 9496,-15948366,8201,,,,5
Alfredo Gastélum Saucedo,Alfredosaucedo875@tourket.com,,algasa694,+56 2 6795 1936,,7428,,,,
María del Carmen Velásquez Paredes,Maríaparedes646@outluc.com,7pBFv1iv4zd,,+56 2 2948 9493,10481144,0,,,,2
,,,,,,,,,,
,maricarmen7666586@edubus.cal,NHcqrhrdKnKeL3z,maricarmen1891224,+56 2 9241 1198,8356729,15447,,,,5
Silvia Ayala Paredes,siaypa710@viajesanma.com,nfHIet8dE292,Silviaparedes473,+56 9 0288 4765,,4413,,,,
Federico Segura Gonzales,Federicogonzales535@edubus.cal,Vjj6aFZDzV2dV,,+56 2 1541 6895,,5184,,,,
Ángela Berríos Alba,Ángelaalba718@viajesanma.com,aFQ1XeKP,ánbeal178,,9409857,3164,,,,2
Graciela Cuellar Gollum,graciela1787859@tourket.com,PvV2CnLJjXF34fP,grcugo121,+56 2 8234 0344,-15785754,24039,,,,1
Micaela Mota Quiroz,Micaelaquiroz905@outluc.com,,,+56 2 2348 0368,-9859268,7245,,,,7
,,,,,,,,,,
,pabear838@viajes.cl,qnrGQab1M6s36eR,patricio2188655,+56 9 1315 4607,,,Nocturno,Consalud,Full time,
Sta. Francisca Martínez Almonte,sta.6769137@viajes.cl,eryH7Rax5bQ,sta.9222158,+56 2 9890 8629,-4634667,,,Colmena,Part time,K
Josefina Gracia Lira,josefina4470996@viajesanma.com,6qU184t3AWHE5,,+56 2 6845 3478,19243345,3110,,,,2
,,,,,,,,,,
,,,,,,,,,,
Ester Guillen Vanegas,ester2119354@wass.com,J0A1rnALUJP,ester6905914,+56 2 7601 1564,,14791,,,,
Sta. Alejandro Gurule Tejada,Sta.tejada565@outluc.com,3IHuBu4Fr,sta.5630750,+56 2 3846 1135,-25507852,13212,,,,6
Sra. Graciela Solorio Ramírez,sra.8577415@wass.com,225vXeL3vKBLnR,Sra.ramírez837,+56 9 7993 2986,,,,,,
,,,,,,,,,,
Cristian Armendáriz Palomino,,eh95DlVFDFi,crarpa941,+56 9 6254 4281,1087863,9812,,,,2
,,,,,,,,,,
Alfredo Angulo Pabón,,OZcrtd2Pb7nQ15,,+56 2 7188 7032,21651457,11308,,,,2
Sr. Barbara Ochoa Bustamante,Sr.bustamante598@outluc.com,,sr.6086277,+56 2 4082 3139,28151776,2960,,,,7
,,,,,,,,,,
Marco Antonio Olvera Arroyo,marco9528241@viajes.cl,,marco3023533,+56 9 5843 0802,29241399,,Nocturno,Banmédica,Part time,8
,Jesúshurtado122@edubus.cal,t0RrA4Z3QLuLzY5,Jesúshurtado934,+56 9 5356 0688,26389198,2880,,,,8
Clemente Armenta Mojica,,20HRzMgxk1ea,clemente4213490,,16810929,0,,,,6
,,,,,,,,,,
Sra. Laura Maya Reynoso,srlamare942@wass.com,q5zQNOCVbxawVtGi,sra.2511196,,8739422,0,,,,0
,Mercedesalmonte943@marmol.com,35mnmZ6VW,metoal329,+56 9 9498 5994,-19550427,30606,,,,K
María Eugenia Leiva Lucero,Maríalucero990@tourket.com,8Q95ItWAgbE,maeulelu268,,27295565,27927,,,,4
,miánelbu961@marmol.com,,Miguelbustos405,+56 2 5931 4292,18396189,0,,,,6
,,,,,,,,,,
Óscar Contreras Ballesteros,óscar6641495@viajesanma.com,,Óscarballesteros726,+56 2 2909 3941,,0,,,,
Antonio Rodrígez Castellanos,,,anroca904,+56 9 3815 5488,11697936,,Diurno,,Full time,5
Amalia Lara Portillo,,dGbfSVXyBsFR4,,+56 9 3573 9905,28154229,3515,,,,K
,,,,,,,,,,
Julia Gonzales Alarcón,julia8587147@marmol.com,93ztmnbKJPl5,jugoal246,+56 2 0344 3174,-24841458,24981,,,,8
,srbegrqu492@viajes.cl,,,+56 2 9173 7110,24734476,,Nocturno,,Full time,4
,,,,,,,,,,
Cristobal Flores Lozano,crfllo203@edubus.cal,,crfllo549,+56 9 4837 6314,8242596,0,,,,9
,,,,,,,,,,
Clemente Aponte Carvajal,Clementecarvajal245@viajesanma.com,,,+56 2 4043 1795,,3745,,,,
