nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Gabriela Rael Alcaraz",29.619.747,5,garaal@viajes.cl,garaal,8UAuq0JIIw,"+56 9 1066 5413",Diurno,Consalud,"Full time",607651,x,x,x,x,Disponible,5609,Ávila#,Alcorcón,2025-02-06,2025-06-23,19,3293,167000,"HŽ (Croacia)",x,"{Comida,Calefacción,Wifi,Agua,""Asientos reclinables"",""Aire acondicionado""}",{},x,{Córdoba}
"Sr. Marcos Gollum Abeyta",5.561.395,8,Sr.abeyta@viajes.cl,sr.8160,u2RiIAQkj8x5Saf,x,Diurno,Banmédica,"Part time",607655,x,x,x,x,Disponible,x,Gandía,x,2026-02-07,2026-05-02,20,2039,158000,"ŽSSK (Eslovaquia)",x,"{Wifi,Agua,""Aire acondicionado"",Comida}",x,x,{León}
"Marisol Gurule Figueroa",18000808,0,magufi@@viajes.cl,Marisolfigueroa,ys4iFRAj1US80,"+56 2 4401 1469",Nocturno,Consalud,"Full time",607670,x,x,x,x,Disponible,46407,Benidorm,Irún,2026-11-07,2026-12-03,30,633,53000,Italo,x,"{Agua,Wifi,Comida,""Asientos reclinables""}",{},x,{Logroño}
"Homero Tórrez Hidalgo",7.640.795,9,Homerohidalgo@viajes.cl,Homerohidalgo,0T42chzNhKME26N,"+56 9 6421 7252",Nocturno,"Más vida","Full time",607671,x,x,x,x,Disponible,3978,Pamplona,Rivas-Vaciamadrid,2026-07-05,2026-11-01,76,2866,112000,"SJ (Suecia)",x,"{Calefacción,Comida,""Aire acondicionado"",Wifi,Baño}",{},x,"{""Roquetas de Mar"",""Cornellá de Llobregat""}"
"Cristian Vallejo García",11.260.873,7,CristiangarcOAa@viajes.cl,crvaga,FUu2pmkbFe2,"+56 9 0988 9298",Diurno,Banmédica,"Part time",607684,x,x,0,x,Disponible,38445,Benidorm,GRANADA!!!,2026-08-22,2026-12-25,34,3014,306000,Eurostar,x,"{Comida,""Aire acondicionado"",Calefacción,Wifi,TV,Baño}",{},x,{Almería}
"Gabriela Cepeda Ruelas",4.158.312,6,gabriela5833@viajes.ceele,gaceru,53n6Jateob7Y,"+56 2 0685 6950",Nocturno,"Más vida","Part time",607691,x,x,x,x,Disponible,55357,Logroño,Mérida,2025/08/14,2026/02/06,98,4243,190000,"TGV (SNCF)",x,"{Wifi,Calefacción,TV,""Asientos reclinables"",Baño,Comida,""Aire acondicionado""}",{},x,"{""San Sebastián"",""Santa Cruz de Tenerife"",Elche,Granada}"
"Sra. Ernesto Gallegos Mesa",9150290,x,x,sra.3679,95dZum502wcQN1,x,Nocturno,"Más vida","Part time",607692,x,x,x,x,Disponible,70757,"torrejón de ardoz#",Móstoles,2026-09-14,2026-10-20,60,886,146000,"DSB (Dinamarca)",x,"{TV,Wifi,""Asientos reclinables""}",{},x,x
"Sta. Rosalia Amador Jaramillo",x,x,x,stroamja,8Sh6uAS6da19,"+56 2 8482 6767",Nocturno,Colmena,"Full time",607696,x,x,x,x,Disponible,59227,Fuenlabrada,"Hospitalet de LLobregat",x,2026-07-10,77,2878,271000,"CD (República Checa)",x,"{Agua,Calefacción,TV,Wifi,Comida}",{},x,"{Marbella,Huelva,Ferrol,Elche,Huelva}"
"Sta. Maricarmen Cruz Vélez",20.494.174,2,Sta.vOolez@viajes.ceele,sta.4005,x,"+56 9 7476 3580",Nocturno,"Más vida","Full time",607700,x,x,x,x,x,31086,Alicante,Alicante,2026-06-24,2026-10-24,x,x,287000,"BDZ (Bulgaria)",x,"{""Aire acondicionado"",Calefacción,Agua,Comida,Baño,""Asientos reclinables""}",{},x,"{Avilés,Ávila,Guadalajara}"
"Norma Cardenas Linares",15.265.414,6,nocali@viajes.ceele,nocali,WI2pMwSKzGnQ,"+56 2 0798 5295",Diurno,"Más vida","Part time",607709,x,x,0,x,Disponible,17781,Orihuela,Marbella,2026/08/27,2026/10/19,49,1292,115000,"SNCB (Bélgica)",x,"{Agua,Baño,""Asientos reclinables""}",{},x,{}
"Juana Figueroa Toro",29.759.653,5,Juanatoro@viajes.ceele,juana5037,0SJ87Vl7YqzjLo,"+56 9 2543 7688",Diurno,Banmédica,"Part time",607712,x,x,0,x,Disponible,63565,Jaén,Lérida,2025-07-23,2025-11-10,85,2640,88000,"VRZ (Croacia)",x,"{Wifi,Baño,""Asientos reclinables"",Agua,""Aire acondicionado""}",{},x,"{Córdoba,""Chiclana de la Frontera"",""Sanlúcar de Barrameda"",Avilés,""El Ejido""}"
"Sra. Alicia Sisneros Burgos",3579155,8,x,Sra.burgos,W0Mo0Y3Mb237Q,+56-9-5347-2527,Nocturno,x,"Full time",607729,x,x,x,x,Disponible,16829,Majadahonda,Lugo,2025/10/10,x,20,3615,x,"ZSSK (Eslovaquia)",x,"{Wifi,Calefacción,Baño,""Asientos reclinables"",TV,""Aire acondicionado"",Agua}",{},x,x
"Sra. Alejandra Paredes Barraza",28.632.240,9,sra.3768@viajes.cl,sra.3567,dC1y9fzXE3,"+56 2 3463 3035",Diurno,"Más vida","Part time",607738,x,x,x,x,Disponible,32243,Palencia,Salamanca,2026-09-30,2027-01-28,53,2893,235000,"BDZ (Bulgaria)",x,"{Calefacción,""Aire acondicionado"",Wifi,""Asientos reclinables"",Comida,TV}",{},x,"{Calahorra,""San Fernando"",Valencia,Mataró,""San Fernando""}"
"Sta. Marco Antonio Chavarría Bermúdez",9.880.731,4,sta.6655@viajes.cl,sta.7724,ob7DpPFAJ,"+56 2 5930 2595",Diurno,Colmena,"Full time",607746,x,x,x,x,Disponible,85708,Ponferrada,Elda,2025-01-18,2025-04-03,3,1821,104000,"RZD (Rusia)",x,"{Agua,Baño,Wifi,Calefacción}",{},x,"{Huelva,Coslada,Ávila,Madrid}"
"Adriana Ávalos Vargas",18.844.900,0,adriana2375@viajes.cl,adávva,7n3E1Sp1ppN,"+56 9 5019 9433",Nocturno,Colmena,"Full time",607753,x,x,x,x,Disponible,74335,Móstoles,"El Prat de LLobregat",2025-06-24,2025-07-06,99,294,122000,"CP (Portugal)",x,"{TV,Baño,""Aire acondicionado"",""Asientos reclinables""}",{},x,"{Toledo,Pamplona,""Dos Hermanas""}"
"Inés Salas Venegas",11.670.625,3,InOosvenegas@viajes.cl,Inésvenegas,l65Pbvsh,"+56 2 5545 4899",Diurno,Colmena,"Full time",607755,x,x,x,x,Disponible,47436,Zaragoza,Cádiz,2026-01-12,2026-02-14,82,810,101000,"CP (Portugal)",x,"{""Asientos reclinables"",Calefacción,""Aire acondicionado""}",{},x,"{Alicante,Pontevedra}"
x,22149095,9,x,sta.2689,I6WR6AqsAZ,"+56 9 8860 3476",Nocturno,"Más vida","Full time",607758,x,x,x,x,Disponible,32182,Ferrol,Gandía,2026-11-12,x,84,1884,104000,"TGV (SNCF)",x,"{""Asientos reclinables"",Wifi,Agua,Calefacción}",{},x,"{Linares,""Sanlúcar de Barrameda"",Vitoria,Ávila,""Dos Hermanas""}"
"Ana Luisa Varela Saldivar",258285,6,anluvasa@@viajes.cl,Anasaldivar,uNIHI27Bz,"+56 2 2123 0925",Nocturno,"Más vida","Full time",607778,x,x,x,x,Disponible,82944,Valencia,Cartagena,2026-07-15,2026-09-09,54,1347,140000,"ZS (Eslovenia)",x,"{Wifi,""Asientos reclinables"",Comida}",{},x,{Palencia}
"Ana Moya Berríos",2.158.325,1,ana514@@viajes.cl,anmobe,STzvxKvOpsF7,"+56 9 1145 4145",Diurno,Fonasa,"Part time",607787,x,x,x,x,Disponible,98044,Ponferrada,Murcia,2026-10-10,2027-02-19,75,3171,283000,"SNCB (Bélgica)",x,"{Agua,Baño,Calefacción,TV,""Asientos reclinables"",Comida}",{},x,{}
"Maricarmen Ayala Maldonado",3186135,7,Maricarmenmaldonado@@viajes.cl,maayma,sS5kMWj12,+56-9-8153-7142,Nocturno,Fonasa,"Part time",607789,x,x,x,x,Disponible,63022,Puertollano,Ávila,2025-08-30,2025-10-27,49,1399,62000,Amtrak,x,"{Calefacción,TV,Baño}",{},x,"{Bilbao,Ponferrada,Elda,Valencia,Ávila}"
"Anita Mares Angulo",15776930,8,anmaan@@viajes.cl,anmaan,VwMI9iv86,"+56 9 4587 6282",Nocturno,Fonasa,"Full time",607794,x,x,x,x,Disponible,96165,Fuenlabrada,Elda,2025-02-27,2025-08-03,62,3776,491000,"NS International",x,"{Comida,Baño,""Asientos reclinables"",Calefacción,TV,""Aire acondicionado"",Wifi}",{},x,"{""Roquetas de Mar"",""La Línea de la Concepción"",Manresa,Motril}"
"Sta. Carla Palomo Rojas",3290147,6,Sta.rojas@@viajes.cl,stcaparo,aCwn6ffLFpC94pj,"+56 2 1737 0465",Nocturno,Colmena,"Full time",607799,x,x,x,x,Disponible,92983,"Dos Hermanas",Torremolinos,2026-04-11,2026-06-13,67,1521,138000,"VR (Finlandia)",x,"{""Aire acondicionado"",""Asientos reclinables"",Agua,Calefacción}",{},x,"{Vigo,Orihuela,Guadalajara}"
"Sr. Rosalia Flórez Verduzco",x,9,sr.7950@viajes.cl,srroflve,x,"+56 9 5593 0875",Nocturno,"Más vida","Part time",607810,x,x,x,x,Disponible,66520,guadalajara#,BENALMáDENA!!!,2026-03-03,2026-08-29,54,4316,430000,x,x,"{""Aire acondicionado"",Baño,Wifi,""Asientos reclinables"",Comida,TV,Calefacción}",{},x,"{Elda,""Cerdañola del Vallés"",Torrevieja}"
"Vicente Trejo Tello",22667160,9,Vicentetello@@viajes.cl,vicente2967,m9PZIol3eqq0,"+56 2 9050 1830",Diurno,"Más vida",x,607812,x,x,x,x,Disponible,93764,x,Orihuela,2025-03-29,2025-06-20,9,2014,86000,"ZSSK (Eslovaquia)",x,x,{},x,{Sabadell}
"Nicolás Marrero Ramón",13.585.507,3,nimara@viajes.cl,nicolás2191,2BV8SXcfAgiD5pVZ,+56-2-5090-5807,Diurno,Banmédica,"Full time",607814,x,x,x,x,Disponible,66428,Lérida,Alcoy,2025-06-23,2025-11-28,84,3815,431000,"BDZ (Bulgaria)",x,"{Calefacción,""Aire acondicionado"",Comida,Agua,Baño,TV,Wifi}",{},x,"{""Cerdañola del Vallés"",Logroño,Albacete}"
"Víctor Rodrígez Malave",10.411.842,9,vOAroma@viajes.cl,víctor3037,IcfD5DJpAmT9ZlIp,"+56 9 0247 7754",Diurno,"Más vida","Part time",607816,x,x,x,x,Disponible,22464,benidorm#,Cáceres,2026/03/22,2026/05/26,75,1562,125000,"CP (Portugal)",x,"{""Aire acondicionado"",TV,Comida,Agua}",{},x,"{Valdemoro,""El Puerto de Santa María"",""Castellón de la Plana"",""San Fernando"",""Sanlúcar de Barrameda""}"
"Claudia Delgado Parra",10.896.919,9,cldepa@viajes.ceele,Claudiaparra,szpOWxs52ddiOX,+56-2-4322-2636,Nocturno,Fonasa,"Part time",607818,x,x,0,x,Disponible,96982,"Torrejón de Ardoz",Irún,2025-10-27,2026-01-09,38,1794,188000,Eurostar,x,"{""Aire acondicionado"",""Asientos reclinables"",TV,Comida}",{},x,"{Ferrol,""Pozuelo de Alarcón"",Huelva,Gecho,Parla}"
"Sr. Clara Carrera Olmos",29.623.243,2,sr.7869@viajes.cl,srclcaol,LQzSEOLRezl3Sp,"+56 2 9662 6912",Nocturno,Fonasa,"Full time",607837,x,x,0,x,Disponible,38614,Paterna,BARACALDO!!!,2026-08-19,2026-10-23,32,1578,188000,"HŽ (Croacia)",x,"{Agua,Comida,""Aire acondicionado"",TV}",{},x,"{Ceuta,Manresa,Toledo}"
"José Marroquín Rocha",16.881.860,2,jomaro@viajes.ceele,jomaro,M0MoGg5y7,+56-9-8994-3019,Diurno,Consalud,"Part time",607870,x,x,0,x,Disponible,85095,"Molina de Segura",Vitoria,2025-01-28,2025-06-22,16,3494,325000,"CD (República Checa)",x,"{Comida,TV,Agua,Baño,Calefacción,Wifi}",{},x,"{""Sanlúcar de Barrameda""}"
"Ester Alcaraz Ordóñez",4.245.413,3,EsterordOIO�ez@viajes.cl,Esterordóñez,jGS5mIYYeg7bI7Rt,"+56 9 5822 1015",Diurno,Banmédica,"Part time",607873,x,x,x,x,Disponible,20575,Mijas,Vitoria,2025-03-08,2025-07-06,63,2885,390000,Amtrak,x,"{Agua,TV,""Asientos reclinables"",""Aire acondicionado"",Calefacción,Comida}",{},x,"{Toledo,""La Línea de la Concepción"",Benalmádena,Almería}"
"Sta. Juan Monroy Barrientos",18.355.766,1,stjumoba@viajes.cl,Sta.barrientos,NRgPZWly611,"+56 9 8293 0716",Diurno,Colmena,"Part time",607876,x,x,x,x,Disponible,83408,Ferrol,Fuenlabrada,2026-10-29,2026-12-14,13,1119,103000,"SNCB (Bélgica)",x,"{""Aire acondicionado"",TV,Wifi}",{},x,{Logroño}
"Lorena Holguín Ruiz",1.474.613,7,lorena3710@@viajes.cl,x,meHcRWiHoPiC9v,"+56 2 5220 9585",Nocturno,Consalud,"Full time",607877,x,x,x,x,Disponible,49773,Santander,Sabadell,2026-11-24,x,x,x,188000,"TGV (SNCF)",x,"{Calefacción,""Asientos reclinables"",Comida,Agua}",{},x,x
"Ariadna Rubio Madera",27.987.699,7,Ariadnamadera@viajes.cl,ariadna4445,cnGrT8J19D,"+56 9 7814 0752",Diurno,Banmédica,"Part time",x,x,x,x,x,Disponible,44782,Mijas,"El Ejido",x,x,x,x,154000,"MÁV (Hungría)",x,"{""Aire acondicionado"",Baño,""Asientos reclinables"",TV}",{},x,"{""Ciudad Real"",Torremolinos,Motril}"
"Victoria Monroy Estrada",4.685.659,7,vimoes@viajes.cl,vimoes,8RVM4jX6tM6kD,"+56 9 0994 0612",Nocturno,Banmédica,"Part time",607897,x,x,x,x,Disponible,55385,Mérida,Badalona,2026-03-31,2026-08-11,42,3194,321000,AVE,x,"{Comida,Calefacción,Wifi,Agua,""Asientos reclinables"",Baño}",{},x,"{""Santa Lucía de Tirajana""}"
"Sta. Manuel Valles Bustos",6052664,8,Sta.bustos@@viajes.cl,sta.5701,pOX5i2wlq430w,+56-2-2889-2930,Diurno,"Más vida","Part time",607899,x,x,x,x,Disponible,99384,"hospitalet de llobregat#","Collado Villalba",2026-07-31,2026-12-23,18,3497,125000,"Nederlandse Sp",x,"{""Asientos reclinables"",""Aire acondicionado"",Baño,Wifi,TV,Calefacción}",{},x,{}
"Daniela Armijo Trujillo",27097223,3,daartr@@viajes.cl,Danielatrujillo,WE8Yn1ZXKxQ,"+56 9 9825 5504",Nocturno,Consalud,"Full time",607902,x,x,x,x,Disponible,10117,benalmádena#,OVIEDO!!!,2026/05/24,2026/10/23,28,3660,208000,"VRZ (Croacia)",x,"{""Asientos reclinables"",TV,Agua,Calefacción,Comida,Baño,""Aire acondicionado""}",{},x,{Viladecans}
"Ernesto Acuña Posada",2012270,6,Ernestoposada@@viajes.cl,eracpo,g4CxFKTkES141id,+56-9-8982-3590,Diurno,Colmena,"Full time",607905,x,x,x,x,Disponible,69855,Móstoles,Alcobendas,2026/08/31,2026/12/13,62,2504,228000,"ŽFBH (Bosnia y Herzegovina)",x,"{TV,Baño,Agua,Comida,""Aire acondicionado""}",{},x,{}
"Sra. Patricio Fajardo Zelaya",11463459,0,sra.4397@viajes.cl,x,K3zUsykzbg7OS,"+56 9 8715 9197",Diurno,"Más vida","Part time",607908,x,x,x,x,x,x,"Castellón de la Plana",Torremolinos,2026-05-22,2026-10-28,76,3823,421000,"SNCB (Bélgica)",x,x,{},x,"{Majadahonda,Valdemoro,""Santiago de Compostela""}"
"Alejandro Reyes Mateo",18.874.718,3,Alejandromateo@viajes.ceele,alrema,kGdt9BIETU,"+56 2 5994 6763",Nocturno,"Más vida","Part time",607913,x,x,x,x,Disponible,68799,"san sebastián#",Valencia,2025-06-03,2025-10-12,42,3146,143000,"ZFBH (Bosnia y Herzegovina)",x,"{Agua,Calefacción,Comida,Baño,Wifi,TV}",{},x,"{""Palma de Mallorca"",Almería}"
"Gloria Abeyta Gómez",3.359.017,2,glabgOI@viajes.cl,gloria208,oMEc9yZhnVd97lW,"+56 9 1629 7875",Diurno,Consalud,"Full time",607914,x,x,x,x,Disponible,60968,"Cerdañola del Vallés",Arrecife,2025-05-13,2025-07-23,82,1712,105000,Amtrak,x,"{Baño,Calefacción,Comida,TV}",{},x,"{Santander,Cádiz,Huelva,Rubí}"
"Clemente Arreola Nieto",25407093,9,x,x,mSOpchYieVh6um,"+56 2 2251 2531",Diurno,Colmena,x,607915,x,x,x,x,x,87539,Torrelavega,Burgos,2026/03/04,2026/03/17,98,317,122000,"Nederlandse Sp",x,"{Baño,Calefacción,Comida,TV}",{},x,"{""El Prat de LLobregat"",Valdemoro,Majadahonda}"
"Martín Alejandro Guerra",3654836,3,martOAn7643@@viajes.cl,Martínguerra,OEgAwsjSdD0,"+56 2 6087 4558",Nocturno,Fonasa,"Part time",607917,x,x,x,x,Disponible,9131,Alcoy,"San Cristróbal de la Laguna",2025-08-08,2025-08-21,67,332,140000,"Deutsche Bahn (DB)",x,"{""Aire acondicionado"",Agua,Calefacción,TV,Baño,Wifi,""Asientos reclinables""}",{},x,"{Valladolid,Avilés,Logroño,""La Línea de la Concepción""}"
"Irene Quintana Ibarra",333672,7,irene6155@@viajes.cl,irquib,fF3AYDbLHm6U,"+56 2 6135 9477",Nocturno,Fonasa,"Part time",607927,x,x,x,x,Disponible,29393,Alcorcón,Lorca,2025-10-05,2026-01-17,85,2497,189000,"Nederlandse Sp",x,"{Comida,Calefacción,Agua,Wifi,Baño}",{},x,{Guadalajara}
"Rosario Berríos Moreno",13474958,0,rosario6914@@viajes.cl,robemo,KF1U8xq4qvDX,"+56 9 0973 1288",Nocturno,Colmena,"Full time",607929,x,x,0,x,Disponible,33362,telde#,Badalona,2026-05-28,2026-11-20,13,4242,219000,"ŽSSK (Eslovaquia)",x,"{Agua,TV,Wifi,Calefacción,""Aire acondicionado"",""Asientos reclinables"",Comida}",{},x,"{Torrevieja,Fuenlabrada,Badalona,""Jerez de la Frontera""}"
"Ernesto Cotto Delgado",25.745.262,0,ercode@viajes.ceele,ercode,vm9wvuprFSHv6K,"+56 9 6560 3906",Diurno,"Más vida","Part time",607934,x,x,x,x,Disponible,41569,Sevilla,Granollers,2025-07-13,2025-09-18,64,1613,180000,"NSB (Noruega)",x,"{Wifi,Comida,Calefacción,""Aire acondicionado""}",{},x,"{Orihuela,Elda,Irún,""Santa Coloma de Gramanet""}"
"Sra. Margarita Sosa Carvajal",15.589.527,6,Sra.carvajal@viajes.cl,sra.3209,suB21ELUwQ1,"+56 9 4502 5405",Diurno,Consalud,"Full time",607944,x,x,x,x,Disponible,62965,Torremolinos,Barcelona,2026-09-30,2026-11-23,77,1315,135000,"VR (Finlandia)",x,"{""Asientos reclinables"",Wifi,""Aire acondicionado""}",{},x,"{""San Sebastián""}"
"Sr. Esperanza Varela Delrío",x,3,sresvade@viajes.ceele,x,mckpd8KlI14Ar3,"+56 9 3523 7065",Diurno,Banmédica,"Full time",x,x,x,0,x,Disponible,59921,"Santiago de Compostela","El Prat de LLobregat",2026/11/27,2027/02/22,13,2092,x,"CD (República Checa)",x,"{Comida,Agua,Calefacción,TV}",{},x,{Valdemoro}
"Sr. Fernando Casanova Tello",7.488.732,5,Sr.tello@viajes.cl,sr.686,7jGnt9Azf,+56-2-5424-5829,Nocturno,Colmena,"Part time",607950,x,x,x,x,Disponible,38045,mérida#,Fuengirola,2026-09-15,2026-10-06,6,521,115000,"HŽ (Croacia)",x,"{Comida,Agua,Calefacción,TV}",{},x,{Coslada}
"Sra. Ana Alaniz Cervántez",22321761,x,x,sranalce,r039JmDDsXnU2Nx,"+56 2 6925 2222",Nocturno,"Más vida","Part time",607956,x,x,x,x,Disponible,30798,Albacete,x,2025-05-08,2025-10-30,35,4201,402000,x,x,"{TV,Baño,Wifi,Comida,""Aire acondicionado"",Agua,""Asientos reclinables""}",{},x,"{""El Prat de LLobregat""}"
"Mariano Peña Vega",5.727.239,2,Marianovega@viajes.cl,Marianovega,yhzPiI1LAh,"+56 9 3363 9731",Diurno,Fonasa,"Part time",607963,x,x,x,x,Disponible,71775,Lérida,"Santa Lucía de Tirajana",2025/10/28,x,2,x,155000,"CFR (Rumania)",x,x,{},x,"{Valencia,""Santa Cruz de Tenerife"",Barcelona,""Roquetas de Mar"",""Santiago de Compostela""}"
"Sr. Guillermina Malave Lerma",5495033,0,srgumale@@viajes.cl,Sr.lerma,5Fyus2SunG2U,+56-2-5061-3276,Nocturno,Consalud,"Part time",607964,x,x,x,x,Disponible,64044,"San Fernando",Elche,2025/05/04,2025/07/03,70,1444,92000,"ZSSK (Eslovaquia)",x,"{TV,""Aire acondicionado"",Comida,""Asientos reclinables""}",{},x,"{Fuenlabrada,Bilbao,""Torrejón de Ardoz""}"
"Mercedes Cabán Canales",26.957.994,3,mecaca@viajes.cl,Mercedescanales,y2GtHbucWdPy3,"+56 2 0814 7498",Nocturno,Fonasa,"Part time",607965,x,x,x,x,Disponible,23447,"Torrejón de Ardoz",REUS!!!,2026-02-06,2026-04-20,31,1773,73000,Renfe,x,"{Agua,""Asientos reclinables"",Comida,""Aire acondicionado""}",{},x,"{Coslada,Mijas,Logroño}"
"María Cristina Gil Villanueva",16.725.992,8,macrgivi@viajes.cl,Maríavillanueva,owaR6y1Edbsj6hl,"+56 2 2022 6970",Diurno,Consalud,"Part time",607966,x,x,x,x,Disponible,91170,Marbella,Tarragona,2026/10/28,2026/12/21,72,1297,90000,Amtrak,x,"{""Aire acondicionado"",Calefacción,Agua}",{},x,"{Getafe,Bilbao}"
"Lourdes Bernal Caraballo",2.135.625,5,Lourdescaraballo@viajes.cl,lobeca,WsxN9G7lYmfwFx,"+56 2 0434 7578",Nocturno,Colmena,"Full time",607970,x,x,x,x,Disponible,46800,Madrid,MATARó!!!,2026/08/16,2027/01/07,89,3465,134000,Thalys,x,"{""Asientos reclinables"",Calefacción,TV,Agua,Comida,Baño}",{},x,"{Jaén,Zamora,Lugo,Badajoz,Elche}"
"Elvira Alarcón Farías",11.583.694,3,elalfa@viajes.cl,elvira3826,9J5cz7Yl7AFDwL,+56-2-3757-1441,Nocturno,Consalud,"Part time",607973,x,x,x,x,Disponible,40512,"La Coruña",Bilbao,2026/01/01,2026/03/11,90,1673,102000,"HŽ (Croacia)",x,"{Wifi,Agua,TV,Comida}",{},x,"{Motril,Ponferrada}"
"Miguel Barrios Muñiz",23820008,3,mibamu@@viajes.cl,miguel5704,AAaeF2LbeqDAC,"+56 9 0196 7464",Nocturno,Colmena,"Part time",607997,x,x,x,x,Disponible,93367,Tarrasa,JAéN!!!,2026/04/05,2026/08/08,67,3011,110000,"BDZ (Bulgaria)",x,"{Agua,""Asientos reclinables"",Calefacción,Comida,Wifi,TV}",{},x,"{""Ciudad Real"",Palencia}"
"Sra. Berta Delao López",x,x,srbedelOI@viajes.cl,Sra.lópez,x,"+56 9 6242 7211",Diurno,x,"Part time",607998,x,x,x,x,Disponible,x,Alcoy,"El Puerto de Santa María",2025-02-06,2025-08-04,61,4312,216000,AVE,x,"{Agua,Wifi,Calefacción,Comida,Baño,""Asientos reclinables"",""Aire acondicionado""}",{},x,"{""El Puerto de Santa María"",""La Coruña"",""Talavera de la Reina"",Palencia,Ceuta}"
"Samuel Báez Arenas",5640591,7,Samuelarenas@@viajes.cl,samuel2986,3n5orf7F5hau,+56-9-0730-6109,Diurno,"Más vida","Full time",608003,x,x,x,x,Disponible,38577,vitoria#,"Talavera de la Reina",2026/09/28,2026/12/14,8,1858,158000,Renfe,x,"{Agua,Comida,""Aire acondicionado"",TV}",{},x,"{Granada,Motril}"
"Rafael Villa Anaya",21154087,7,ravian@@viajes.cl,rafael9254,V5t2OdHcrTezC,"+56 9 6776 0964",Diurno,Banmédica,"Full time",608008,x,x,0,x,Disponible,73384,Elda,Orihuela,2025-06-18,2025-11-18,14,3683,165000,"BDZ (Bulgaria)",x,"{Baño,Calefacción,Agua,Wifi,TV,""Aire acondicionado"",Comida}",{},x,{}
"Sra. Sergio Corrales Cordero",3.775.502,8,sra.6330@@viajes.cl,sra.9606,M56axDR82Ew83,"+56 9 5955 7606",Diurno,Consalud,"Full time",608010,x,x,x,x,Disponible,83074,Alcoy,REUS!!!,2025-06-08,2025-11-16,51,3873,296000,"CP (Portugal)",x,"{""Aire acondicionado"",""Asientos reclinables"",Baño,Agua,Comida,Calefacción,Wifi}",{},x,"{León,Baracaldo,Pamplona,Madrid,Valdemoro}"
"Rebeca Solorzano Mojica",21.153.790,6,rebeca2664@viajes.ceele,resomo,3IC48Gkg4e,"+56 9 2181 0486",Nocturno,Consalud,"Part time",608011,x,x,0,x,Disponible,36821,"El Puerto de Santa María",Tarrasa,2026-05-01,2026-09-06,61,3095,134000,"RZD (Rusia)",x,"{Baño,Calefacción,Agua,Wifi,""Aire acondicionado"",""Asientos reclinables""}",{},x,"{""Jerez de la Frontera"",Santander,""Pozuelo de Alarcón"",Coslada}"
"Lucas Lerma Tijerina",27.317.944,5,Lucastijerina@@viajes.cl,luleti,lFTCqni99cxjDj,"+56 9 3412 4031",Diurno,Fonasa,"Part time",608023,x,x,x,x,Disponible,37346,Majadahonda,"Santa Coloma de Gramanet",2026/04/04,2026/08/07,72,3013,278000,"MÁV (Hungría)",x,"{Wifi,Comida,TV,""Aire acondicionado"",Calefacción,""Asientos reclinables""}",{},x,"{Manresa,Majadahonda,Calahorra,Parla}"
"Sra. Rosario Linares Rojo",x,0,x,Sra.rojo,z8FEvzEG1x,"+56 2 5780 6065",Nocturno,Consalud,"Part time",608029,x,x,x,x,x,28597,Orense,x,2026-05-17,x,82,2207,146000,"ÖBB (Austria)",x,"{""Aire acondicionado"",Calefacción,TV,Agua,Baño}",{},x,{}
"María Cristina Tamayo Barrios",20.384.589,8,marOAa6426@viajes.cl,Maríabarrios,jvrtdOSAU1M3l3y,"+56 9 5010 9851",Diurno,Consalud,"Full time",608030,x,x,x,x,Disponible,50287,"Roquetas de Mar",Granollers,2026-02-14,2026-04-24,43,1678,168000,"ŽFBH (Bosnia y Herzegovina)",x,"{Comida,""Asientos reclinables"",Baño,TV}",{},x,"{Ávila,Tarragona,Arrecife}"
"Benjamín Jáquez Escalante",8791226,4,benjamOAn1243@@viajes.cl,bejáes,FCF6is1P8CdKYw1,"+56 9 8296 9812",Nocturno,"Más vida","Full time",608034,x,x,0,x,Disponible,39978,Córdoba,León,2026-03-08,2026-05-22,27,1804,65000,"VRZ (Croacia)",x,"{TV,""Aire acondicionado"",Baño,Agua}",{},x,"{Valencia,""Sanlúcar de Barrameda"",Benalmádena,Palencia,Cáceres}"
"Dorotea Miranda Rodrígez",1.600.489,8,DorotearodrOAgez@viajes.cl,domiro,Jrh7aoNDum,"+56 9 3278 9883",Nocturno,"Más vida","Full time",608035,x,x,0,x,Disponible,4588,Lérida,Vitoria,2025-06-01,2025-06-06,17,131,153000,Eurostar,x,"{TV,""Aire acondicionado"",Baño,Agua}",{},x,{}
"Daniel Carrero López",24.608.489,0,DaniellOIpez@viajes.cl,dacaló,f59WxwHN6,"+56 9 4271 7325",Diurno,Consalud,"Full time",608039,x,x,x,x,Disponible,33712,Zaragoza,Alcobendas,2026-06-09,2026-10-31,57,3462,283000,"SBB (Suiza)",x,"{TV,""Aire acondicionado"",""Asientos reclinables"",Calefacción,Comida,Agua}",{},x,"{""Las Palmas de Gran Canaria"",""La Línea de la Concepción""}"
"José Frías Arriaga",7894621,0,jofrar@@viajes.cl,jofrar,zM7C4spTsEunk,"+56 2 3746 7560",Diurno,Fonasa,"Full time",608045,x,x,x,x,Disponible,15206,vigo#,"SANLúCAR DE BARRAMEDA!!!",2025-01-25,2025-03-13,81,1132,93000,AVE,x,"{""Asientos reclinables"",Comida,Baño}",{},x,{}
